平成28年1月1日住民基本台帳人口・世帯数、平成27年（1月1日から同年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,
団体コード,都道府県名,市区町村名,平成28年,,,,平成27年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
092037,栃木県,栃木市,"81,144","82,392","163,536","63,148","4,120",595,"4,715","1,108",44,"5,867","4,018",201,"4,219","2,016",162,"6,397",-530,-0.32 ,-908,-0.55 ,378,0.23 
092045,栃木県,佐野市,"59,751","61,432","121,183","50,101","2,991",326,"3,317",867,35,"4,219","3,168",134,"3,302","1,464",236,"5,002",-783,-0.64 ,-597,-0.49 ,-186,-0.15 
092053,栃木県,鹿沼市,"49,466","50,483","99,949","38,278","2,003",230,"2,233",701,11,"2,945","2,337",121,"2,458","1,139",115,"3,712",-767,-0.76 ,-438,-0.43 ,-329,-0.33 
092061,栃木県,日光市,"41,995","44,132","86,127","36,420","1,941",191,"2,132",505,23,"2,660","2,326",90,"2,416","1,156",77,"3,649",-989,-1.14 ,-651,-0.75 ,-338,-0.39 
092088,栃木県,小山市,"84,306","82,287","166,593","68,707","6,740","2,789","9,529","1,395",93,"11,017","8,153",305,"8,458","1,439",369,"10,266",751,0.45 ,-44,-0.03 ,795,0.48 
092096,栃木県,真岡市,"40,710","40,197","80,907","29,587","2,204",219,"2,423",659,13,"3,095","2,302",166,"2,468",877,154,"3,499",-404,-0.50 ,-218,-0.27 ,-186,-0.23 
092100,栃木県,大田原市,"36,152","36,740","72,892","27,756","2,332",108,"2,440",540,16,"2,996","2,459",94,"2,553",773,62,"3,388",-392,-0.53 ,-233,-0.32 ,-159,-0.22 
092118,栃木県,矢板市,"16,825","17,068","33,893","13,119",957,70,"1,027",222,15,"1,264","1,071",44,"1,115",345,25,"1,485",-221,-0.65 ,-123,-0.36 ,-98,-0.29 
092134,栃木県,那須塩原市,"58,776","59,532","118,308","47,505","3,727",433,"4,160","1,055",17,"5,232","3,937",289,"4,226","1,057",157,"5,440",-208,-0.18 ,-2,-0.00 ,-206,-0.17 
092142,栃木県,さくら市,"22,375","22,055","44,430","16,744","1,706",105,"1,811",394,21,"2,226","1,622",75,"1,697",426,35,"2,158",68,0.15 ,-32,-0.07 ,100,0.23 
092151,栃木県,那須烏山市,"13,882","14,123","28,005","10,632",511,118,629,139,5,773,715,73,788,437,52,"1,277",-504,-1.77 ,-298,-1.05 ,-206,-0.72 
092169,栃木県,下野市,"29,943","30,192","60,135","22,916","2,382",125,"2,507",475,15,"2,997","2,402",106,"2,508",533,56,"3,097",-100,-0.17 ,-58,-0.10 ,-42,-0.07 
093009,栃木県,河内郡,"15,998","15,456","31,454","11,241","1,162",70,"1,232",256,19,"1,507","1,080",51,"1,131",270,20,"1,421",86,0.27 ,-14,-0.04 ,100,0.32 
093017,栃木県,河内郡上三川町,"15,998","15,456","31,454","11,241","1,162",70,"1,232",256,19,"1,507","1,080",51,"1,131",270,20,"1,421",86,0.27 ,-14,-0.04 ,100,0.32 
093408,栃木県,芳賀郡,"33,043","32,999","66,042","23,382","1,539",71,"1,610",416,25,"2,051","1,787",71,"1,858",896,41,"2,795",-744,-1.11 ,-480,-0.72 ,-264,-0.40 
093424,栃木県,芳賀郡益子町,"11,990","12,044","24,034","8,648",512,27,539,181,10,730,667,32,699,292,9,"1,000",-270,-1.11 ,-111,-0.46 ,-159,-0.65 
093432,栃木県,芳賀郡茂木町,"6,863","7,045","13,908","5,031",245,8,253,54,0,307,396,16,412,237,1,650,-343,-2.41 ,-183,-1.28 ,-160,-1.12 
093441,栃木県,芳賀郡市貝町,"6,162","5,983","12,145","4,351",405,15,420,91,6,517,344,13,357,147,20,524,-7,-0.06 ,-56,-0.46 ,49,0.40 
093459,栃木県,芳賀郡芳賀町,"8,028","7,927","15,955","5,352",377,21,398,90,9,497,380,10,390,220,11,621,-124,-0.77 ,-130,-0.81 ,6,0.04 
093602,栃木県,下都賀郡,"32,672","33,032","65,704","25,600","2,118",228,"2,346",491,26,"2,863","2,247",63,"2,310",630,63,"3,003",-140,-0.21 ,-139,-0.21 ,-1,-0.00 
093611,栃木県,下都賀郡壬生町,"19,774","20,084","39,858","15,428","1,255",127,"1,382",295,7,"1,684","1,293",35,"1,328",376,44,"1,748",-64,-0.16 ,-81,-0.20 ,17,0.04 
093645,栃木県,下都賀郡野木町,"12,898","12,948","25,846","10,172",863,101,964,196,19,"1,179",954,28,982,254,19,"1,255",-76,-0.29 ,-58,-0.22 ,-18,-0.07 
093807,栃木県,塩谷郡,"21,416","20,513","41,929","15,847","1,538",142,"1,680",355,17,"2,052","1,820",127,"1,947",429,36,"2,412",-360,-0.85 ,-74,-0.17 ,-286,-0.68 
093840,栃木県,塩谷郡塩谷町,"5,933","6,118","12,051","4,065",203,28,231,67,7,305,318,31,349,152,6,507,-202,-1.65 ,-85,-0.69 ,-117,-0.95 
093866,栃木県,塩谷郡高根沢町,"15,483","14,395","29,878","11,782","1,335",114,"1,449",288,10,"1,747","1,502",96,"1,598",277,30,"1,905",-158,-0.53 ,11,0.04 ,-169,-0.56 
094005,栃木県,那須郡,"21,846","21,914","43,760","16,250","1,135",61,"1,196",224,24,"1,444","1,455",42,"1,497",613,27,"2,137",-693,-1.56 ,-389,-0.88 ,-304,-0.68 
094072,栃木県,那須郡那須町,"12,952","13,203","26,155","10,131",835,44,879,130,23,"1,032",981,31,"1,012",346,25,"1,383",-351,-1.32 ,-216,-0.81 ,-135,-0.51 
094111,栃木県,那須郡那珂川町,"8,894","8,711","17,605","6,119",300,17,317,94,1,412,474,11,485,267,2,754,-342,-1.91 ,-173,-0.96 ,-169,-0.94 
100005,群馬県,,"991,916","1,013,404","2,005,320","823,565","61,480","7,716","69,196","14,750","1,256","85,202","62,337","3,974","66,311","21,708","4,066","92,085","-6,883",-0.34 ,"-6,958",-0.35 ,75,0.00 
102016,群馬県,前橋市,"165,991","173,375","339,366","143,747","9,941","1,680","11,621","2,640",194,"14,455","10,447",605,"11,052","3,493",500,"15,045",-590,-0.17 ,-853,-0.25 ,263,0.08 
102024,群馬県,高崎市,"184,695","190,796","375,491","159,843","12,091",894,"12,985","3,049",232,"16,266","11,453",484,"11,937","3,826",353,"16,116",150,0.04 ,-777,-0.21 ,927,0.25 
102032,群馬県,桐生市,"56,312","60,622","116,934","49,875","2,487",350,"2,837",614,60,"3,511","3,159",192,"3,351","1,617",134,"5,102","-1,591",-1.34 ,"-1,003",-0.85 ,-588,-0.50 
102041,群馬県,伊勢崎市,"106,081","105,722","211,803","85,055","6,799","1,184","7,983","1,865",218,"10,066","6,482",488,"6,970","1,886",704,"9,560",506,0.24 ,-21,-0.01 ,527,0.25 
102059,群馬県,太田市,"113,142","109,755","222,897","91,788","8,145","1,060","9,205","1,873",134,"11,212","7,016",518,"7,534","2,058",853,"10,445",767,0.35 ,-185,-0.08 ,952,0.43 
102067,群馬県,沼田市,"24,462","25,873","50,335","20,425","1,156",108,"1,264",322,39,"1,625","1,323",52,"1,375",664,130,"2,169",-544,-1.07 ,-342,-0.67 ,-202,-0.40 
102075,群馬県,館林市,"38,997","38,823","77,820","32,291","2,569",232,"2,801",556,150,"3,507","2,534",205,"2,739",845,189,"3,773",-266,-0.34 ,-289,-0.37 ,23,0.03 
102083,群馬県,渋川市,"39,548","41,313","80,861","31,972","1,946",328,"2,274",479,9,"2,762","2,367",71,"2,438","1,013",59,"3,510",-748,-0.92 ,-534,-0.65 ,-214,-0.26 
102091,群馬県,藤岡市,"33,002","34,247","67,249","26,745","1,494",123,"1,617",402,26,"2,045","1,846",78,"1,924",742,66,"2,732",-687,-1.01 ,-340,-0.50 ,-347,-0.51 
102105,群馬県,富岡市,"24,841","25,584","50,425","19,677","1,165",75,"1,240",294,10,"1,544","1,265",55,"1,320",604,94,"2,018",-474,-0.93 ,-310,-0.61 ,-164,-0.32 
102113,群馬県,安中市,"29,589","30,728","60,317","24,501","1,174",78,"1,252",326,21,"1,599","1,388",58,"1,446",827,40,"2,313",-714,-1.17 ,-501,-0.82 ,-213,-0.35 
102121,群馬県,みどり市,"25,571","26,235","51,806","20,061","1,593",60,"1,653",412,15,"2,080","1,530",70,"1,600",525,36,"2,161",-81,-0.16 ,-113,-0.22 ,32,0.06 
103403,群馬県,北群馬郡,"17,739","17,712","35,451","13,017","1,670",53,"1,723",355,16,"2,094","1,511",35,"1,546",315,15,"1,876",218,0.62 ,40,0.11 ,178,0.51 
103446,群馬県,北群馬郡榛東村,"7,561","7,137","14,698","5,592",841,28,869,113,12,994,817,17,834,151,2,987,7,0.05 ,-38,-0.26 ,45,0.31 
103454,群馬県,北群馬郡吉岡町,"10,178","10,575","20,753","7,425",829,25,854,242,4,"1,100",694,18,712,164,13,889,211,1.03 ,78,0.38 ,133,0.65 
103608,群馬県,多野郡,"1,662","1,738","3,400","1,640",83,5,88,17,2,107,124,7,131,83,0,214,-107,-3.05 ,-66,-1.88 ,-41,-1.17 
103667,群馬県,多野郡上野村,654,648,"1,302",615,50,4,54,11,0,65,69,6,75,25,0,100,-35,-2.62 ,-14,-1.05 ,-21,-1.57 
103675,群馬県,多野郡神流町,"1,008","1,090","2,098","1,025",33,1,34,6,2,42,55,1,56,58,0,114,-72,-3.32 ,-52,-2.40 ,-20,-0.92 
103802,群馬県,甘楽郡,"11,690","12,096","23,786","9,256",482,20,502,102,6,610,647,28,675,453,3,"1,131",-521,-2.14 ,-351,-1.44 ,-170,-0.70 
103829,群馬県,甘楽郡下仁田町,"4,024","4,118","8,142","3,407",131,2,133,22,1,156,209,10,219,198,2,419,-263,-3.13 ,-176,-2.09 ,-87,-1.04 
103837,群馬県,甘楽郡南牧村,987,"1,119","2,106","1,077",30,1,31,3,0,34,78,1,79,60,0,139,-105,-4.75 ,-57,-2.58 ,-48,-2.17 
103845,群馬県,甘楽郡甘楽町,"6,679","6,859","13,538","4,772",321,17,338,77,5,420,360,17,377,195,1,573,-153,-1.12 ,-118,-0.86 ,-35,-0.26 
104205,群馬県,吾妻郡,"28,533","29,609","58,142","23,346","1,681",451,"2,132",284,46,"2,462","2,200",452,"2,652",879,100,"3,631","-1,169",-1.97 ,-595,-1.00 ,-574,-0.97 
104213,群馬県,吾妻郡中之条町,"8,342","8,726","17,068","6,790",411,117,528,86,6,620,550,150,700,260,4,964,-344,-1.98 ,-174,-1.00 ,-170,-0.98 
104248,群馬県,吾妻郡長野原町,"2,883","2,969","5,852","2,442",244,17,261,26,0,287,279,30,309,86,6,401,-114,-1.91 ,-60,-1.01 ,-54,-0.91 
104256,群馬県,吾妻郡嬬恋村,"4,968","4,938","9,906","3,705",298,237,535,49,14,598,390,209,599,146,59,804,-206,-2.04 ,-97,-0.96 ,-109,-1.08 
104264,群馬県,吾妻郡草津町,"3,276","3,364","6,640","3,375",356,53,409,40,9,458,377,34,411,89,16,516,-58,-0.87 ,-49,-0.73 ,-9,-0.13 
104281,群馬県,吾妻郡高山村,"1,867","1,929","3,796","1,328",72,3,75,24,1,100,107,4,111,63,0,174,-74,-1.91 ,-39,-1.01 ,-35,-0.90 
104299,群馬県,吾妻郡東吾妻町,"7,197","7,683","14,880","5,706",300,24,324,59,16,399,497,25,522,235,15,772,-373,-2.45 ,-176,-1.15 ,-197,-1.29 
104400,群馬県,利根郡,"17,454","18,457","35,911","13,421",832,214,"1,046",171,10,"1,227","1,135",73,"1,208",550,196,"1,954",-727,-1.98 ,-379,-1.03 ,-348,-0.95 
104434,群馬県,利根郡片品村,"2,286","2,446","4,732","1,656",90,4,94,13,0,107,138,11,149,70,2,221,-114,-2.35 ,-57,-1.18 ,-57,-1.18 
104442,群馬県,利根郡川場村,"1,632","1,752","3,384","1,084",62,2,64,26,2,92,97,0,97,72,0,169,-77,-2.22 ,-46,-1.33 ,-31,-0.90 
104485,群馬県,利根郡昭和村,"3,772","3,788","7,560","2,568",187,138,325,50,8,383,219,20,239,91,150,480,-97,-1.27 ,-41,-0.54 ,-56,-0.73 
104493,群馬県,利根郡みなかみ町,"9,764","10,471","20,235","8,113",493,70,563,82,0,645,681,42,723,317,44,"1,084",-439,-2.12 ,-235,-1.14 ,-204,-0.99 
104604,群馬県,佐波郡,"18,294","18,578","36,872","14,644","1,282",215,"1,497",243,22,"1,762","1,440",86,"1,526",308,103,"1,937",-175,-0.47 ,-65,-0.18 ,-110,-0.30 
104647,群馬県,佐波郡玉村町,"18,294","18,578","36,872","14,644","1,282",215,"1,497",243,22,"1,762","1,440",86,"1,526",308,103,"1,937",-175,-0.47 ,-65,-0.18 ,-110,-0.30 
105201,群馬県,邑楽郡,"54,313","52,141","106,454","42,261","4,890",586,"5,476",746,46,"6,268","4,470",417,"4,887","1,020",491,"6,398",-130,-0.12 ,-274,-0.26 ,144,0.14 
105210,群馬県,邑楽郡板倉町,"7,584","7,627","15,211","5,506",328,18,346,59,9,414,397,22,419,184,13,616,-202,-1.31 ,-125,-0.81 ,-77,-0.50 
105228,群馬県,邑楽郡明和町,"5,773","5,662","11,435","4,106",449,13,462,82,4,548,359,9,368,109,21,498,50,0.44 ,-27,-0.24 ,77,0.68 
105236,群馬県,邑楽郡千代田町,"5,850","5,777","11,627","4,318",413,0,413,87,0,500,385,37,422,140,0,562,-62,-0.53 ,-53,-0.45 ,-9,-0.08 
105244,群馬県,邑楽郡大泉町,"21,505","19,721","41,226","18,453","3,002",506,"3,508",365,32,"3,905","2,545",302,"2,847",332,431,"3,610",295,0.72 ,33,0.08 ,262,0.64 
105252,群馬県,邑楽郡邑楽町,"13,601","13,354","26,955","9,878",698,49,747,153,1,901,784,47,831,255,26,"1,112",-211,-0.78 ,-102,-0.38 ,-109,-0.40 
110001,埼玉県,,"3,670,697","3,652,716","7,323,413","3,167,510","322,895","25,003","347,898","57,476","4,683","410,057","304,552","14,770","319,322","62,377","9,841","391,540","18,517",0.25 ,"-4,901",-0.07 ,"23,418",0.32 
111007,埼玉県,さいたま市,"633,901","636,575","1,270,476","560,075","74,331","4,843","79,174","10,938",995,"91,107","67,315","2,776","70,091","9,931","1,488","81,510","9,597",0.76 ,"1,007",0.08 ,"8,590",0.68 
111015,埼玉県,さいたま市西区,"43,259","43,871","87,130","36,912","4,264",155,"4,419",699,53,"5,171","3,455",127,"3,582",762,83,"4,427",744,0.86 ,-63,-0.07 ,807,0.93 
111023,埼玉県,さいたま市北区,"72,675","72,755","145,430","64,240","8,984",436,"9,420","1,263",98,"10,781","9,096",295,"9,391","1,029",135,"10,555",226,0.16 ,234,0.16 ,-8,-0.01 
111031,埼玉県,さいたま市大宮区,"57,172","57,814","114,986","53,738","8,095",542,"8,637","1,100",93,"9,830","7,565",267,"7,832",957,167,"8,956",874,0.77 ,143,0.13 ,731,0.64 
111040,埼玉県,さいたま市見沼区,"79,834","81,297","161,131","69,571","7,507",431,"7,938","1,200",126,"9,264","6,877",244,"7,121","1,336",177,"8,634",630,0.39 ,-136,-0.08 ,766,0.48 
111058,埼玉県,さいたま市中央区,"49,336","49,658","98,994","44,916","6,866",405,"7,271",933,82,"8,286","6,410",219,"6,629",761,141,"7,531",755,0.77 ,172,0.18 ,583,0.59 
111066,埼玉県,さいたま市桜区,"48,791","46,859","95,650","43,698","5,382",603,"5,985",769,88,"6,842","5,600",293,"5,893",682,201,"6,776",66,0.07 ,87,0.09 ,-21,-0.02 
111074,埼玉県,さいたま市浦和区,"76,098","80,045","156,143","69,694","10,833",965,"11,798","1,418",110,"13,326","8,534",518,"9,052","1,121",151,"10,324","3,002",1.96 ,297,0.19 ,"2,705",1.77 
111082,埼玉県,さいたま市南区,"91,333","89,162","180,495","80,837","11,763",814,"12,577","1,780",131,"14,488","10,767",470,"11,237","1,236",232,"12,705","1,783",1.00 ,544,0.30 ,"1,239",0.69 
111091,埼玉県,さいたま市緑区,"59,244","60,092","119,336","48,816","6,549",272,"6,821","1,092",94,"8,007","5,339",210,"5,549",910,55,"6,514","1,493",1.27 ,182,0.15 ,"1,311",1.11 
111104,埼玉県,さいたま市岩槻区,"56,159","55,022","111,181","47,653","4,088",220,"4,308",684,120,"5,112","3,672",133,"3,805","1,137",146,"5,088",24,0.02 ,-453,-0.41 ,477,0.43 
112011,埼玉県,川越市,"175,570","174,653","350,223","151,745","13,606","1,318","14,924","2,739",281,"17,944","12,722",741,"13,463","3,093",543,"17,099",845,0.24 ,-354,-0.10 ,"1,199",0.34 
112020,埼玉県,熊谷市,"100,084","100,616","200,700","84,333","7,263",426,"7,689","1,467",80,"9,236","7,571",381,"7,952","2,071",140,"10,163",-927,-0.46 ,-604,-0.30 ,-323,-0.16 
112038,埼玉県,川口市,"300,845","291,839","592,684","270,957","25,270","3,483","28,753","5,273",590,"34,616","22,504","1,898","24,402","4,438","2,297","31,137","3,479",0.59 ,835,0.14 ,"2,644",0.45 
112062,埼玉県,行田市,"41,603","41,982","83,585","34,021","2,243",162,"2,405",557,52,"3,014","2,595",121,"2,716",986,90,"3,792",-778,-0.92 ,-429,-0.51 ,-349,-0.41 
112071,埼玉県,秩父市,"31,928","33,383","65,311","26,360","1,149",62,"1,211",438,36,"1,685","1,527",38,"1,565",855,27,"2,447",-762,-1.15 ,-417,-0.63 ,-345,-0.52 
112089,埼玉県,所沢市,"170,841","172,549","343,390","153,901","13,973","1,170","15,143","2,717",184,"18,044","13,862",723,"14,585","2,700",452,"17,737",307,0.09 ,17,0.00 ,290,0.08 
112097,埼玉県,飯能市,"40,277","40,236","80,513","33,811","2,594",170,"2,764",502,24,"3,290","2,541",154,"2,695",829,76,"3,600",-310,-0.38 ,-327,-0.40 ,17,0.02 
112101,埼玉県,加須市,"57,218","57,071","114,289","44,800","3,320",224,"3,544",683,38,"4,265","3,507",230,"3,737","1,182",20,"4,939",-674,-0.59 ,-499,-0.43 ,-175,-0.15 
112119,埼玉県,本庄市,"39,261","39,732","78,993","33,058","2,763",192,"2,955",553,52,"3,560","2,821",141,"2,962",909,160,"4,031",-471,-0.59 ,-356,-0.45 ,-115,-0.14 
112127,埼玉県,東松山市,"44,902","44,672","89,574","37,793","3,419",312,"3,731",705,99,"4,535","3,105",287,"3,392",868,103,"4,363",172,0.19 ,-163,-0.18 ,335,0.37 
112143,埼玉県,春日部市,"118,078","118,897","236,975","102,452","7,572",532,"8,104","1,569",87,"9,760","7,868",373,"8,241","2,071",196,"10,508",-748,-0.31 ,-502,-0.21 ,-246,-0.10 
112151,埼玉県,狭山市,"77,292","76,446","153,738","66,803","5,628",335,"5,963",979,30,"6,972","5,720",219,"5,939","1,449",134,"7,522",-550,-0.36 ,-470,-0.30 ,-80,-0.05 
112160,埼玉県,羽生市,"27,855","27,822","55,677","22,148","1,785",192,"1,977",355,32,"2,364","1,752",98,"1,850",612,111,"2,573",-209,-0.37 ,-257,-0.46 ,48,0.09 
112178,埼玉県,鴻巣市,"59,063","60,129","119,192","47,979","4,066",205,"4,271",793,58,"5,122","3,944",143,"4,087","1,033",111,"5,231",-109,-0.09 ,-240,-0.20 ,131,0.11 
112186,埼玉県,深谷市,"72,349","72,704","145,053","57,570","4,096",290,"4,386","1,054",96,"5,536","4,249",228,"4,477","1,511",190,"6,178",-642,-0.44 ,-457,-0.31 ,-185,-0.13 
112194,埼玉県,上尾市,"113,362","114,528","227,890","97,146","8,549",518,"9,067","1,723",82,"10,872","8,472",377,"8,849","1,856",174,"10,879",-7,-0.00 ,-133,-0.06 ,126,0.06 
112216,埼玉県,草加市,"124,988","120,890","245,878","111,058","10,503",686,"11,189","1,906",103,"13,198","10,199",478,"10,677","1,731",301,"12,709",489,0.20 ,175,0.07 ,314,0.13 
112224,埼玉県,越谷市,"167,657","168,908","336,565","145,569","14,279",807,"15,086","2,764",212,"18,062","11,828",449,"12,277","2,669",287,"15,233","2,829",0.85 ,95,0.03 ,"2,734",0.82 
112232,埼玉県,蕨市,"37,300","35,989","73,289","36,973","5,730",868,"6,598",624,112,"7,334","5,147",202,"5,349",685,328,"6,362",972,1.34 ,-61,-0.08 ,"1,033",1.43 
112241,埼玉県,戸田市,"69,571","65,672","135,243","61,368","9,562",996,"10,558","1,578",83,"12,219","8,172",324,"8,496",862,498,"9,856","2,363",1.78 ,716,0.54 ,"1,647",1.24 
112259,埼玉県,入間市,"74,391","75,202","149,593","63,112","4,904",287,"5,191","1,035",51,"6,277","5,095",229,"5,324","1,229",83,"6,636",-359,-0.24 ,-194,-0.13 ,-165,-0.11 
112275,埼玉県,朝霞市,"68,896","67,032","135,928","61,845","9,069",606,"9,675","1,411",92,"11,178","8,083",349,"8,432",892,58,"9,382","1,796",1.34 ,519,0.39 ,"1,277",0.95 
112283,埼玉県,志木市,"37,050","37,133","74,183","32,814","4,248",401,"4,649",674,24,"5,347","3,738",245,"3,983",538,86,"4,607",740,1.01 ,136,0.19 ,604,0.82 
112291,埼玉県,和光市,"41,571","39,044","80,615","38,969","7,298",553,"7,851",881,96,"8,828","7,292",386,"7,678",461,66,"8,205",623,0.78 ,420,0.53 ,203,0.25 
112305,埼玉県,新座市,"82,199","81,829","164,028","71,640","7,730",551,"8,281","1,354",138,"9,773","7,113",297,"7,410","1,285",203,"8,898",875,0.54 ,69,0.04 ,806,0.49 
112313,埼玉県,桶川市,"37,319","37,752","75,071","31,036","2,747",127,"2,874",484,40,"3,398","2,738",136,"2,874",625,35,"3,534",-136,-0.18 ,-141,-0.19 ,5,0.01 
112321,埼玉県,久喜市,"77,209","77,318","154,527","63,507","5,302",423,"5,725",989,93,"6,807","5,164",263,"5,427","1,413",134,"6,974",-167,-0.11 ,-424,-0.27 ,257,0.17 
112330,埼玉県,北本市,"33,898","34,256","68,154","28,662","2,132",128,"2,260",388,42,"2,690","2,466",105,"2,571",602,20,"3,193",-503,-0.73 ,-214,-0.31 ,-289,-0.42 
112348,埼玉県,八潮市,"44,740","41,398","86,138","38,032","4,414",329,"4,743",826,88,"5,657","4,065",167,"4,232",639,220,"5,091",566,0.66 ,187,0.22 ,379,0.44 
112356,埼玉県,富士見市,"54,779","55,266","110,045","49,216","6,027",411,"6,438",997,40,"7,475","5,376",283,"5,659",900,35,"6,594",881,0.81 ,97,0.09 ,784,0.72 
112372,埼玉県,三郷市,"69,858","67,798","137,656","59,856","6,158",333,"6,491","1,214",137,"7,842","5,472",214,"5,686","1,126",172,"6,984",858,0.63 ,88,0.06 ,770,0.56 
112381,埼玉県,蓮田市,"31,146","31,335","62,481","26,208","2,156",111,"2,267",423,23,"2,713","2,359",69,"2,428",541,36,"3,005",-292,-0.47 ,-118,-0.19 ,-174,-0.28 
112399,埼玉県,坂戸市,"50,963","50,445","101,408","44,031","4,166",605,"4,771",699,50,"5,520","4,100",235,"4,335",823,173,"5,331",189,0.19 ,-124,-0.12 ,313,0.31 
112402,埼玉県,幸手市,"26,497","26,228","52,725","22,251","1,603",97,"1,700",309,61,"2,070","1,769",39,"1,808",601,32,"2,441",-371,-0.70 ,-292,-0.55 ,-79,-0.15 
112411,埼玉県,鶴ヶ島市,"34,955","35,190","70,145","29,926","3,208",264,"3,472",507,31,"4,010","3,356",152,"3,508",484,57,"4,049",-39,-0.06 ,23,0.03 ,-62,-0.09 
112429,埼玉県,日高市,"28,443","28,572","57,015","23,433","1,831",302,"2,133",355,27,"2,515","2,059",149,"2,208",526,15,"2,749",-234,-0.41 ,-171,-0.30 ,-63,-0.11 
112437,埼玉県,吉川市,"35,726","35,322","71,048","28,289","3,432",200,"3,632",679,41,"4,352","2,571",65,"2,636",474,65,"3,175","1,177",1.68 ,205,0.29 ,972,1.39 
112453,埼玉県,ふじみ野市,"56,353","56,566","112,919","49,605","5,886",357,"6,243",981,43,"7,267","5,010",206,"5,216",935,117,"6,268",999,0.89 ,46,0.04 ,953,0.85 
112461,埼玉県,白岡市,"25,954","26,081","52,035","20,387","2,229",80,"2,309",383,19,"2,711","1,826",70,"1,896",448,20,"2,364",347,0.67 ,-65,-0.13 ,412,0.80 
113000,埼玉県,北足立郡,"22,429","22,008","44,437","17,554","1,859",66,"1,925",394,22,"2,341","1,615",75,"1,690",289,13,"1,992",349,0.79 ,105,0.24 ,244,0.55 
113018,埼玉県,北足立郡伊奈町,"22,429","22,008","44,437","17,554","1,859",66,"1,925",394,22,"2,341","1,615",75,"1,690",289,13,"1,992",349,0.79 ,105,0.24 ,244,0.55 
113204,埼玉県,入間郡,"42,600","42,658","85,258","36,478","2,874",148,"3,022",479,50,"3,551","3,029",150,"3,179",872,88,"4,139",-588,-0.68 ,-393,-0.46 ,-195,-0.23 
113247,埼玉県,入間郡三芳町,"19,138","19,050","38,188","15,800","1,394",71,"1,465",244,24,"1,733","1,306",59,"1,365",347,66,"1,778",-45,-0.12 ,-103,-0.27 ,58,0.15 
113263,埼玉県,入間郡毛呂山町,"17,431","17,546","34,977","15,733","1,176",69,"1,245",189,15,"1,449","1,313",68,"1,381",383,12,"1,776",-327,-0.93 ,-194,-0.55 ,-133,-0.38 
113271,埼玉県,入間郡越生町,"6,031","6,062","12,093","4,945",304,8,312,46,11,369,410,23,433,142,10,585,-216,-1.75 ,-96,-0.78 ,-120,-0.97 
113409,埼玉県,比企郡,"67,767","67,276","135,043","53,731","4,072",260,"4,332",721,65,"5,118","4,544",225,"4,769","1,545",144,"6,458","-1,340",-0.98 ,-824,-0.60 ,-516,-0.38 
113417,埼玉県,比企郡滑川町,"9,220","8,779","17,999","7,033",953,53,"1,006",177,26,"1,209",733,30,763,159,36,958,251,1.41 ,18,0.10 ,233,1.31 
113425,埼玉県,比企郡嵐山町,"9,031","9,114","18,145","7,573",638,65,703,117,13,833,669,45,714,207,41,962,-129,-0.71 ,-90,-0.49 ,-39,-0.21 
113433,埼玉県,比企郡小川町,"15,688","15,930","31,618","12,948",696,39,735,145,13,893,"1,005",39,"1,044",423,26,"1,493",-600,-1.86 ,-278,-0.86 ,-322,-1.00 
113468,埼玉県,比企郡川島町,"10,721","10,307","21,028","7,907",617,31,648,102,2,752,690,23,713,215,25,953,-201,-0.95 ,-113,-0.53 ,-88,-0.41 
113476,埼玉県,比企郡吉見町,"10,053","9,960","20,013","7,623",457,25,482,76,3,561,658,43,701,222,7,930,-369,-1.81 ,-146,-0.72 ,-223,-1.09 
113484,埼玉県,比企郡鳩山町,"7,099","7,290","14,389","5,939",426,37,463,47,0,510,405,23,428,159,4,591,-81,-0.56 ,-112,-0.77 ,31,0.21 
113492,埼玉県,比企郡ときがわ町,"5,955","5,896","11,851","4,708",285,10,295,57,8,360,384,22,406,160,5,571,-211,-1.75 ,-103,-0.85 ,-108,-0.90 
113603,埼玉県,秩父郡,"20,754","21,204","41,958","16,162",839,215,"1,054",193,5,"1,252","1,341",24,"1,365",678,11,"2,054",-802,-1.88 ,-485,-1.13 ,-317,-0.74 
113611,埼玉県,秩父郡横瀬町,"4,305","4,351","8,656","3,350",227,15,242,49,0,291,281,5,286,137,4,427,-136,-1.55 ,-88,-1.00 ,-48,-0.55 
113620,埼玉県,秩父郡皆野町,"5,065","5,222","10,287","3,985",252,9,261,51,4,316,301,5,306,154,3,463,-147,-1.41 ,-103,-0.99 ,-44,-0.42 
113638,埼玉県,秩父郡長瀞町,"3,671","3,825","7,496","2,900",139,181,320,36,0,356,351,8,359,111,1,471,-115,-1.51 ,-75,-0.99 ,-40,-0.53 
113654,埼玉県,秩父郡小鹿野町,"6,180","6,291","12,471","4,836",181,8,189,48,1,238,324,4,328,225,2,555,-317,-2.48 ,-177,-1.38 ,-140,-1.09 
113697,埼玉県,秩父郡東秩父村,"1,533","1,515","3,048","1,091",40,2,42,9,0,51,84,2,86,51,1,138,-87,-2.78 ,-42,-1.34 ,-45,-1.44 
