平成31年1月1日住民基本台帳人口・世帯数、平成30年（1月1日から同年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,（単位：人、世帯、％）
団体コード,都道府県名,市区町村名,平成31年,,,,平成30年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
062031,山形県,鶴岡市,"60,784","66,384","127,168","48,926","2,358",252,"2,610",759,2,"3,371","2,728",159,"2,887","1,804",64,"4,755","-1,384",-1.08 ,"-1,045",-0.81 ,-339,-0.26 
062049,山形県,酒田市,"48,913","53,876","102,789","42,033","1,963",116,"2,079",552,11,"2,642","2,486",84,"2,570","1,595",5,"4,170","-1,528",-1.46 ,"-1,043",-1.00 ,-485,-0.46 
062057,山形県,新庄市,"17,110","18,739","35,849","13,944","1,024",77,"1,101",243,16,"1,360","1,261",43,"1,304",513,41,"1,858",-498,-1.37 ,-270,-0.74 ,-228,-0.63 
062065,山形県,寒河江市,"20,086","21,135","41,221","14,066","1,115",96,"1,211",289,0,"1,500","1,111",77,"1,188",545,9,"1,742",-242,-0.58 ,-256,-0.62 ,14,0.03 
062073,山形県,上山市,"14,564","15,893","30,457","11,269",665,19,684,147,5,836,775,19,794,462,12,"1,268",-432,-1.40 ,-315,-1.02 ,-117,-0.38 
062081,山形県,村山市,"11,748","12,513","24,261","8,192",515,11,526,109,1,636,670,24,694,380,8,"1,082",-446,-1.81 ,-271,-1.10 ,-175,-0.71 
062090,山形県,長井市,"13,088","13,888","26,976","9,954",678,75,753,176,2,931,747,21,768,424,20,"1,212",-281,-1.03 ,-248,-0.91 ,-33,-0.12 
062103,山形県,天童市,"30,243","31,830","62,073","22,174","2,134",83,"2,217",503,17,"2,737","1,902",74,"1,976",657,29,"2,662",75,0.12 ,-154,-0.25 ,229,0.37 
062111,山形県,東根市,"23,576","24,236","47,812","17,551","2,007",70,"2,077",429,6,"2,512","1,917",61,"1,978",563,17,"2,558",-46,-0.10 ,-134,-0.28 ,88,0.18 
062120,山形県,尾花沢市,"7,922","8,280","16,202","5,467",260,17,277,73,6,356,431,18,449,290,4,743,-387,-2.33 ,-217,-1.31 ,-170,-1.02 
062138,山形県,南陽市,"15,172","16,366","31,538","11,333",772,33,805,218,12,"1,035",822,30,852,460,7,"1,319",-284,-0.89 ,-242,-0.76 ,-42,-0.13 
063002,山形県,東村山郡,"12,514","13,104","25,618","8,506",580,14,594,134,1,729,631,22,653,396,4,"1,053",-324,-1.25 ,-262,-1.01 ,-62,-0.24 
063011,山形県,東村山郡山辺町,"6,979","7,368","14,347","4,848",309,8,317,73,0,390,331,7,338,225,1,564,-174,-1.20 ,-152,-1.05 ,-22,-0.15 
063029,山形県,東村山郡中山町,"5,535","5,736","11,271","3,658",271,6,277,61,1,339,300,15,315,171,3,489,-150,-1.31 ,-110,-0.96 ,-40,-0.35 
063207,山形県,西村山郡,"19,175","19,960","39,135","13,454",741,53,794,192,9,995,"1,129",66,"1,195",667,6,"1,868",-873,-2.18 ,-475,-1.19 ,-398,-0.99 
063215,山形県,西村山郡河北町,"9,080","9,571","18,651","6,244",384,30,414,103,6,523,543,44,587,259,1,847,-324,-1.71 ,-156,-0.82 ,-168,-0.89 
063223,山形県,西村山郡西川町,"2,589","2,798","5,387","1,861",70,5,75,20,3,98,135,6,141,116,1,258,-160,-2.88 ,-96,-1.73 ,-64,-1.15 
063231,山形県,西村山郡朝日町,"3,398","3,471","6,869","2,415",107,2,109,37,0,146,205,9,214,144,2,360,-214,-3.02 ,-107,-1.51 ,-107,-1.51 
063240,山形県,西村山郡大江町,"4,108","4,120","8,228","2,934",180,16,196,32,0,228,246,7,253,148,2,403,-175,-2.08 ,-116,-1.38 ,-59,-0.70 
063401,山形県,北村山郡,"3,495","3,635","7,130","2,351",125,3,128,25,4,157,156,3,159,123,2,284,-127,-1.75 ,-98,-1.35 ,-29,-0.40 
063410,山形県,北村山郡大石田町,"3,495","3,635","7,130","2,351",125,3,128,25,4,157,156,3,159,123,2,284,-127,-1.75 ,-98,-1.35 ,-29,-0.40 
063606,山形県,最上郡,"19,083","20,339","39,422","13,251",637,52,689,185,6,880,"1,019",51,"1,070",746,4,"1,820",-940,-2.33 ,-561,-1.39 ,-379,-0.94 
063614,山形県,最上郡金山町,"2,700","2,847","5,547","1,764",92,5,97,25,0,122,148,10,158,91,0,249,-127,-2.24 ,-66,-1.16 ,-61,-1.08 
063622,山形県,最上郡最上町,"4,210","4,438","8,648","2,863",108,15,123,42,1,166,185,12,197,139,2,338,-172,-1.95 ,-97,-1.10 ,-75,-0.85 
063631,山形県,最上郡舟形町,"2,623","2,755","5,378","1,869",88,2,90,18,2,110,119,4,123,120,0,243,-133,-2.41 ,-102,-1.85 ,-31,-0.56 
063649,山形県,最上郡真室川町,"3,690","4,064","7,754","2,722",133,12,145,37,0,182,234,14,248,158,0,406,-224,-2.81 ,-121,-1.52 ,-103,-1.29 
063657,山形県,最上郡大蔵村,"1,616","1,646","3,262","1,071",71,0,71,19,0,90,110,0,110,64,0,174,-84,-2.51 ,-45,-1.34 ,-39,-1.17 
063665,山形県,最上郡鮭川村,"2,053","2,185","4,238","1,351",78,2,80,23,0,103,120,0,120,72,2,194,-91,-2.10 ,-49,-1.13 ,-42,-0.97 
063673,山形県,最上郡戸沢村,"2,191","2,404","4,595","1,611",67,16,83,21,3,107,103,11,114,102,0,216,-109,-2.32 ,-81,-1.72 ,-28,-0.60 
063801,山形県,東置賜郡,"18,893","19,755","38,648","12,678",707,38,745,213,9,967,960,21,981,609,33,"1,623",-656,-1.67 ,-396,-1.01 ,-260,-0.66 
063819,山形県,東置賜郡高畠町,"11,445","12,019","23,464","7,609",450,28,478,139,7,624,571,12,583,344,21,948,-324,-1.36 ,-205,-0.86 ,-119,-0.50 
063827,山形県,東置賜郡川西町,"7,448","7,736","15,184","5,069",257,10,267,74,2,343,389,9,398,265,12,675,-332,-2.14 ,-191,-1.23 ,-141,-0.91 
064009,山形県,西置賜郡,"14,093","14,458","28,551","10,166",541,30,571,151,8,730,766,13,779,512,17,"1,308",-578,-1.98 ,-361,-1.24 ,-217,-0.74 
064017,山形県,西置賜郡小国町,"3,788","3,824","7,612","3,076",189,5,194,35,1,230,258,3,261,136,0,397,-167,-2.15 ,-101,-1.30 ,-66,-0.85 
064025,山形県,西置賜郡白鷹町,"6,784","7,002","13,786","4,723",215,17,232,65,4,301,312,6,318,246,12,576,-275,-1.96 ,-181,-1.29 ,-94,-0.67 
064033,山形県,西置賜郡飯豊町,"3,521","3,632","7,153","2,367",137,8,145,51,3,199,196,4,200,130,5,335,-136,-1.87 ,-79,-1.08 ,-57,-0.78 
064203,山形県,東田川郡,"13,819","14,962","28,781","9,501",628,42,670,196,8,874,795,36,831,418,10,"1,259",-385,-1.32 ,-222,-0.76 ,-163,-0.56 
064262,山形県,東田川郡三川町,"3,602","3,798","7,400","2,387",210,5,215,68,0,283,230,1,231,125,1,357,-74,-0.99 ,-57,-0.76 ,-17,-0.23 
064289,山形県,東田川郡庄内町,"10,217","11,164","21,381","7,114",418,37,455,128,8,591,565,35,600,293,9,902,-311,-1.43 ,-165,-0.76 ,-146,-0.67 
064602,山形県,飽海郡,"6,646","7,275","13,921","5,000",237,8,245,76,1,322,282,3,285,258,4,547,-225,-1.59 ,-182,-1.29 ,-43,-0.30 
064611,山形県,飽海郡遊佐町,"6,646","7,275","13,921","5,000",237,8,245,76,1,322,282,3,285,258,4,547,-225,-1.59 ,-182,-1.29 ,-43,-0.30 
070009,福島県,,"932,186","968,867","1,901,053","784,465","52,972","3,485","56,457","12,630",721,"69,808","60,624","2,095","62,719","24,876",840,"88,435","-18,627",-0.97 ,"-12,246",-0.64 ,"-6,381",-0.33 
072010,福島県,福島市,"136,062","143,245","279,307","122,770","8,669",498,"9,167","1,889",103,"11,159","9,588",287,"9,875","3,273",162,"13,310","-2,151",-0.76 ,"-1,384",-0.49 ,-767,-0.27 
072028,福島県,会津若松市,"57,046","62,467","119,513","51,617","3,342",180,"3,522",839,39,"4,400","3,914",117,"4,031","1,555",57,"5,643","-1,243",-1.03 ,-716,-0.59 ,-527,-0.44 
072036,福島県,郡山市,"159,184","164,925","324,109","140,504","10,610",447,"11,057","2,550",169,"13,776","11,459",362,"11,821","3,455",74,"15,350","-1,574",-0.48 ,-905,-0.28 ,-669,-0.21 
072044,福島県,いわき市,"159,352","164,894","324,246","145,666","7,220",701,"7,921","2,176",97,"10,194","8,191",308,"8,499","4,352",187,"13,038","-2,844",-0.87 ,"-2,176",-0.67 ,-668,-0.20 
072052,福島県,白河市,"30,389","30,740","61,129","24,605","1,867",97,"1,964",447,20,"2,431","2,183",89,"2,272",679,5,"2,956",-525,-0.85 ,-232,-0.38 ,-293,-0.48 
072079,福島県,須賀川市,"37,747","39,012","76,759","29,222","2,111",260,"2,371",572,13,"2,956","2,377",29,"2,406",933,11,"3,350",-394,-0.51 ,-361,-0.47 ,-33,-0.04 
072087,福島県,喜多方市,"23,017","24,982","47,999","18,589","1,032",54,"1,086",302,15,"1,403","1,276",46,"1,322",802,6,"2,130",-727,-1.49 ,-500,-1.03 ,-227,-0.47 
072095,福島県,相馬市,"17,491","17,831","35,322","14,424","1,244",32,"1,276",263,18,"1,557","1,205",39,"1,244",464,56,"1,764",-207,-0.58 ,-201,-0.57 ,-6,-0.02 
072109,福島県,二本松市,"27,119","27,933","55,052","20,056","1,501",61,"1,562",342,25,"1,929","1,578",51,"1,629",776,30,"2,435",-506,-0.91 ,-434,-0.78 ,-72,-0.13 
072117,福島県,田村市,"18,269","18,838","37,107","12,646",747,90,837,216,11,"1,064",977,75,"1,052",586,8,"1,646",-582,-1.54 ,-370,-0.98 ,-212,-0.56 
072125,福島県,南相馬市,"30,055","30,530","60,585","23,841","1,952",105,"2,057",317,37,"2,411","2,269",110,"2,379",862,37,"3,278",-867,-1.41 ,-545,-0.89 ,-322,-0.52 
072133,福島県,伊達市,"29,631","31,185","60,816","22,732","1,401",122,"1,523",302,3,"1,828","1,518",66,"1,584",894,19,"2,497",-669,-1.09 ,-592,-0.96 ,-77,-0.13 
072141,福島県,本宮市,"15,147","15,450","30,597","10,785","1,047",43,"1,090",205,9,"1,304",932,46,978,346,11,"1,335",-31,-0.10 ,-141,-0.46 ,110,0.36 
073008,福島県,伊達郡,"16,749","17,727","34,476","13,483",742,43,785,145,10,940,"1,019",25,"1,044",573,11,"1,628",-688,-1.96 ,-428,-1.22 ,-260,-0.74 
073016,福島県,伊達郡桑折町,"5,698","6,250","11,948","4,608",318,19,337,63,3,403,353,6,359,183,2,544,-141,-1.17 ,-120,-0.99 ,-21,-0.17 
073032,福島県,伊達郡国見町,"4,416","4,743","9,159","3,421",146,6,152,29,2,183,213,13,226,137,3,366,-183,-1.96 ,-108,-1.16 ,-75,-0.80 
073083,福島県,伊達郡川俣町,"6,635","6,734","13,369","5,454",278,18,296,53,5,354,453,6,459,253,6,718,-364,-2.65 ,-200,-1.46 ,-164,-1.19 
073202,福島県,安達郡,"4,350","4,410","8,760","2,855",379,11,390,99,1,490,268,9,277,103,6,386,104,1.20 ,-4,-0.05 ,108,1.25 
073229,福島県,安達郡大玉村,"4,350","4,410","8,760","2,855",379,11,390,99,1,490,268,9,277,103,6,386,104,1.20 ,-4,-0.05 ,108,1.25 
073407,福島県,岩瀬郡,"9,066","9,301","18,367","6,671",622,45,667,123,6,796,648,32,680,244,5,929,-133,-0.72 ,-121,-0.65 ,-12,-0.06 
073423,福島県,岩瀬郡鏡石町,"6,220","6,455","12,675","4,716",458,19,477,94,4,575,460,14,474,140,4,618,-43,-0.34 ,-46,-0.36 ,3,0.02 
073440,福島県,岩瀬郡天栄村,"2,846","2,846","5,692","1,955",164,26,190,29,2,221,188,18,206,104,1,311,-90,-1.56 ,-75,-1.30 ,-15,-0.26 
073601,福島県,南会津郡,"12,935","13,400","26,335","11,072",684,35,719,109,13,841,952,16,968,474,9,"1,451",-610,-2.26 ,-365,-1.35 ,-245,-0.91 
073628,福島県,南会津郡下郷町,"2,836","2,897","5,733","2,257",124,5,129,19,8,156,157,4,161,106,1,268,-112,-1.92 ,-87,-1.49 ,-25,-0.43 
073644,福島県,南会津郡檜枝岐村,284,273,557,202,13,0,13,4,0,17,27,0,27,9,0,36,-19,-3.30 ,-5,-0.87 ,-14,-2.43 
073679,福島県,南会津郡只見町,"2,139","2,227","4,366","1,906",126,2,128,19,2,149,155,0,155,74,1,230,-81,-1.82 ,-55,-1.24 ,-26,-0.58 
073687,福島県,南会津郡南会津町,"7,676","8,003","15,679","6,707",421,28,449,67,3,519,613,12,625,285,7,917,-398,-2.48 ,-218,-1.36 ,-180,-1.12 
074004,福島県,耶麻郡,"13,166","13,842","27,008","10,335",668,231,899,155,12,"1,066","1,100",61,"1,161",492,11,"1,664",-598,-2.17 ,-337,-1.22 ,-261,-0.95 
074021,福島県,耶麻郡北塩原村,"1,416","1,359","2,775","1,079",97,3,100,14,5,119,155,13,168,49,1,218,-99,-3.44 ,-35,-1.22 ,-64,-2.23 
074055,福島県,耶麻郡西会津町,"3,071","3,287","6,358","2,672",112,9,121,25,1,147,169,24,193,154,0,347,-200,-3.05 ,-129,-1.97 ,-71,-1.08 
074071,福島県,耶麻郡磐梯町,"1,715","1,787","3,502","1,187",118,10,128,24,0,152,122,8,130,51,2,183,-31,-0.88 ,-27,-0.76 ,-4,-0.11 
074080,福島県,耶麻郡猪苗代町,"6,964","7,409","14,373","5,397",341,209,550,92,6,648,654,16,670,238,8,916,-268,-1.83 ,-146,-1.00 ,-122,-0.83 
074209,福島県,河沼郡,"11,009","11,756","22,765","8,264",614,15,629,123,8,760,805,26,831,373,15,"1,219",-459,-1.98 ,-250,-1.08 ,-209,-0.90 
074217,福島県,河沼郡会津坂下町,"7,781","8,325","16,106","5,967",506,9,515,86,5,606,617,23,640,260,15,915,-309,-1.88 ,-174,-1.06 ,-135,-0.82 
074225,福島県,河沼郡湯川村,"1,561","1,690","3,251","1,009",50,0,50,21,0,71,81,0,81,54,0,135,-64,-1.93 ,-33,-1.00 ,-31,-0.94 
074233,福島県,河沼郡柳津町,"1,667","1,741","3,408","1,288",58,6,64,16,3,83,107,3,110,59,0,169,-86,-2.46 ,-43,-1.23 ,-43,-1.23 
074403,福島県,大沼郡,"12,297","13,187","25,484","9,816",681,22,703,136,15,854,764,16,780,497,1,"1,278",-424,-1.64 ,-361,-1.39 ,-63,-0.24 
074446,福島県,大沼郡三島町,808,831,"1,639",769,47,1,48,11,0,59,58,1,59,38,1,98,-39,-2.32 ,-27,-1.61 ,-12,-0.72 
074454,福島県,大沼郡金山町,"1,008","1,067","2,075","1,063",56,4,60,10,1,71,80,1,81,50,0,131,-60,-2.81 ,-40,-1.87 ,-20,-0.94 
074462,福島県,大沼郡昭和村,629,646,"1,275",670,48,0,48,4,0,52,35,0,35,36,0,71,-19,-1.47 ,-32,-2.47 ,13,1.00 
074471,福島県,大沼郡会津美里町,"9,852","10,643","20,495","7,314",530,17,547,111,14,672,591,14,605,373,0,978,-306,-1.47 ,-262,-1.26 ,-44,-0.21 
074608,福島県,西白河郡,"24,615","24,541","49,156","18,826","1,882",171,"2,053",331,28,"2,412","1,863",127,"1,990",603,26,"2,619",-207,-0.42 ,-272,-0.55 ,65,0.13 
074616,福島県,西白河郡西郷村,"10,161","10,004","20,165","8,216","1,022",96,"1,118",132,15,"1,265",915,55,970,232,14,"1,216",49,0.24 ,-100,-0.50 ,149,0.74 
074641,福島県,西白河郡泉崎村,"3,229","3,258","6,487","2,328",206,31,237,41,2,280,201,36,237,70,5,312,-32,-0.49 ,-29,-0.44 ,-3,-0.05 
074659,福島県,西白河郡中島村,"2,503","2,595","5,098","1,665",121,11,132,33,0,165,155,10,165,75,3,243,-78,-1.51 ,-42,-0.81 ,-36,-0.70 
074667,福島県,西白河郡矢吹町,"8,722","8,684","17,406","6,617",533,33,566,125,11,702,592,26,618,226,4,848,-146,-0.83 ,-101,-0.58 ,-45,-0.26 
074802,福島県,東白川郡,"15,882","16,254","32,136","11,501",794,47,841,173,13,"1,027","1,098",30,"1,128",515,14,"1,657",-630,-1.92 ,-342,-1.04 ,-288,-0.88 
074811,福島県,東白川郡棚倉町,"6,991","7,165","14,156","5,042",426,32,458,81,10,549,479,17,496,215,9,720,-171,-1.19 ,-134,-0.94 ,-37,-0.26 
074829,福島県,東白川郡矢祭町,"2,849","2,958","5,807","2,069",117,3,120,35,1,156,144,2,146,120,0,266,-110,-1.86 ,-85,-1.44 ,-25,-0.42 
074837,福島県,東白川郡塙町,"4,337","4,444","8,781","3,281",190,12,202,40,2,244,337,9,346,116,5,467,-223,-2.48 ,-76,-0.84 ,-147,-1.63 
074845,福島県,東白川郡鮫川村,"1,705","1,687","3,392","1,109",61,0,61,17,0,78,138,2,140,64,0,204,-126,-3.58 ,-47,-1.34 ,-79,-2.25 
075001,福島県,石川郡,"19,867","20,144","40,011","14,035",886,97,983,193,16,"1,192","1,248",62,"1,310",596,49,"1,955",-763,-1.87 ,-403,-0.99 ,-360,-0.88 
075019,福島県,石川郡石川町,"7,552","7,823","15,375","5,688",381,11,392,68,3,463,485,10,495,221,17,733,-270,-1.73 ,-153,-0.98 ,-117,-0.75 
075027,福島県,石川郡玉川村,"3,362","3,376","6,738","2,196",143,22,165,46,6,217,207,27,234,97,5,336,-119,-1.74 ,-51,-0.74 ,-68,-0.99 
075035,福島県,石川郡平田村,"3,111","3,040","6,151","2,222",139,24,163,20,4,187,223,14,237,85,8,330,-143,-2.27 ,-65,-1.03 ,-78,-1.24 
075043,福島県,石川郡浅川町,"3,231","3,209","6,440","2,162",140,9,149,37,1,187,201,4,205,99,2,306,-119,-1.81 ,-62,-0.95 ,-57,-0.87 
075051,福島県,石川郡古殿町,"2,611","2,696","5,307","1,767",83,31,114,22,2,138,132,7,139,94,17,250,-112,-2.07 ,-72,-1.33 ,-40,-0.74 
075205,福島県,田村郡,"13,555","13,855","27,410","10,127",697,33,730,144,16,890,902,28,930,407,4,"1,341",-451,-1.62 ,-263,-0.94 ,-188,-0.67 
075213,福島県,田村郡三春町,"8,502","8,697","17,199","6,361",434,20,454,90,4,548,490,13,503,242,1,746,-198,-1.14 ,-152,-0.87 ,-46,-0.26 
075221,福島県,田村郡小野町,"5,053","5,158","10,211","3,766",263,13,276,54,12,342,412,15,427,165,3,595,-253,-2.42 ,-111,-1.06 ,-142,-1.36 
075400,福島県,双葉郡,"31,318","31,569","62,887","25,320","1,272",41,"1,313",380,19,"1,712","2,056",34,"2,090",810,20,"2,920","-1,208",-1.88 ,-430,-0.67 ,-778,-1.21 
075418,福島県,双葉郡広野町,"2,478","2,299","4,777","2,080",231,27,258,27,1,286,309,20,329,67,12,408,-122,-2.49 ,-40,-0.82 ,-82,-1.67 
075426,福島県,双葉郡楢葉町,"3,534","3,438","6,972","2,948",324,1,325,45,2,372,460,0,460,82,1,543,-171,-2.39 ,-37,-0.52 ,-134,-1.88 
075434,福島県,双葉郡富岡町,"6,621","6,409","13,030","5,584",316,3,319,72,9,400,480,0,480,147,3,630,-230,-1.73 ,-75,-0.57 ,-155,-1.17 
075442,福島県,双葉郡川内村,"1,358","1,296","2,654","1,262",98,1,99,3,1,103,105,7,112,53,1,166,-63,-2.32 ,-50,-1.84 ,-13,-0.48 
075451,福島県,双葉郡大熊町,"5,089","5,308","10,397","3,807",54,2,56,83,0,139,152,1,153,120,2,275,-136,-1.29 ,-37,-0.35 ,-99,-0.94 
075469,福島県,双葉郡双葉町,"2,907","3,118","6,025","2,282",37,3,40,38,0,78,71,0,71,63,0,134,-56,-0.92 ,-25,-0.41 ,-31,-0.51 
075477,福島県,双葉郡浪江町,"8,605","9,008","17,613","6,880",180,4,184,103,6,293,445,3,448,251,1,700,-407,-2.26 ,-148,-0.82 ,-259,-1.44 
075485,福島県,双葉郡葛尾村,726,693,"1,419",477,32,0,32,9,0,41,34,3,37,27,0,64,-23,-1.60 ,-18,-1.25 ,-5,-0.35 
075604,福島県,相馬郡,"6,868","6,849","13,717","4,703",308,4,312,99,5,416,434,4,438,212,6,656,-240,-1.72 ,-113,-0.81 ,-127,-0.91 
075612,福島県,相馬郡新地町,"4,022","3,991","8,013","2,887",237,1,238,58,5,301,240,3,243,116,6,365,-64,-0.79 ,-58,-0.72 ,-6,-0.07 
075647,福島県,相馬郡飯舘村,"2,846","2,858","5,704","1,816",71,3,74,41,0,115,194,1,195,96,0,291,-176,-2.99 ,-55,-0.94 ,-121,-2.06 
080004,茨城県,,"1,471,365","1,464,819","2,936,184","1,246,807","100,723","18,095","118,818","19,826","1,360","140,004","108,857","7,589","116,446","33,088","5,373","154,907","-14,903",-0.51 ,"-13,262",-0.45 ,"-1,641",-0.06 
082015,茨城県,水戸市,"133,427","139,058","272,485","125,293","10,245","1,154","11,399","2,223",24,"13,646","11,003",402,"11,405","2,804",195,"14,404",-758,-0.28 ,-581,-0.21 ,-177,-0.06 
082023,茨城県,日立市,"90,650","89,654","180,304","83,244","4,036",702,"4,738","1,044",51,"5,833","5,212",365,"5,577","2,117",226,"7,920","-2,087",-1.14 ,"-1,073",-0.59 ,"-1,014",-0.56 
082031,茨城県,土浦市,"71,461","71,401","142,862","66,093","6,463",696,"7,159",992,96,"8,247","6,150",411,"6,561","1,570",278,"8,409",-162,-0.11 ,-578,-0.40 ,416,0.29 
082040,茨城県,古河市,"72,522","71,171","143,693","61,378","4,394","2,355","6,749",956,98,"7,803","6,450",359,"6,809","1,579",202,"8,590",-787,-0.54 ,-623,-0.43 ,-164,-0.11 
082058,茨城県,石岡市,"37,379","37,885","75,264","30,820","2,045",224,"2,269",465,37,"2,771","2,389",70,"2,459","1,010",100,"3,569",-798,-1.05 ,-545,-0.72 ,-253,-0.33 
082074,茨城県,結城市,"26,328","25,753","52,081","20,464","1,772",173,"1,945",330,5,"2,280","1,740",343,"2,083",665,17,"2,765",-485,-0.92 ,-335,-0.64 ,-150,-0.29 
082082,茨城県,龍ケ崎市,"38,719","38,841","77,560","33,756","2,839",308,"3,147",469,73,"3,689","2,831",161,"2,992",732,262,"3,986",-297,-0.38 ,-263,-0.34 ,-34,-0.04 
082104,茨城県,下妻市,"22,155","21,636","43,791","16,980","1,583",313,"1,896",275,32,"2,203","1,868",106,"1,974",517,249,"2,740",-537,-1.21 ,-242,-0.55 ,-295,-0.67 
082112,茨城県,常総市,"31,963","31,645","63,608","24,252","2,292",603,"2,895",383,81,"3,359","2,506",286,"2,792",780,215,"3,787",-428,-0.67 ,-397,-0.62 ,-31,-0.05 
082121,茨城県,常陸太田市,"25,638","26,397","52,035","21,504",932,33,965,227,17,"1,209","1,332",36,"1,368",813,13,"2,194",-985,-1.86 ,-586,-1.11 ,-399,-0.75 
082147,茨城県,高萩市,"14,265","14,503","28,768","12,745",742,24,766,162,25,953,989,17,"1,006",398,13,"1,417",-464,-1.59 ,-236,-0.81 ,-228,-0.78 
082155,茨城県,北茨城市,"21,824","21,880","43,704","19,043",973,78,"1,051",227,7,"1,285","1,121",36,"1,157",598,32,"1,787",-502,-1.14 ,-371,-0.84 ,-131,-0.30 
082163,茨城県,笠間市,"37,636","38,714","76,350","31,265","2,032",118,"2,150",449,17,"2,616","2,090",118,"2,208",973,54,"3,235",-619,-0.80 ,-524,-0.68 ,-95,-0.12 
082171,茨城県,取手市,"53,093","54,396","107,489","48,280","3,599","2,828","6,427",640,46,"7,113","6,130",215,"6,345","1,217",111,"7,673",-560,-0.52 ,-577,-0.53 ,17,0.02 
082198,茨城県,牛久市,"41,988","43,048","85,036","36,568","3,333",316,"3,649",580,29,"4,258","3,538",201,"3,739",716,22,"4,477",-219,-0.26 ,-136,-0.16 ,-83,-0.10 
082201,茨城県,つくば市,"118,682","115,125","233,807","101,601","14,110","2,390","16,500","2,267",181,"18,948","11,478","1,673","13,151","1,706",644,"15,501","3,447",1.50 ,561,0.24 ,"2,886",1.25 
082210,茨城県,ひたちなか市,"80,299","78,960","159,259","68,522","5,208",553,"5,761","1,194",55,"7,010","5,412",347,"5,759","1,459",107,"7,325",-315,-0.20 ,-265,-0.17 ,-50,-0.03 
082228,茨城県,鹿嶋市,"34,894","32,998","67,892","30,151","2,362",148,"2,510",484,29,"3,023","2,327",98,"2,425",691,72,"3,188",-165,-0.24 ,-207,-0.30 ,42,0.06 
082236,茨城県,潮来市,"14,103","14,267","28,370","11,324",723,40,763,162,8,933,799,16,815,366,23,"1,204",-271,-0.95 ,-204,-0.71 ,-67,-0.23 
082244,茨城県,守谷市,"33,993","33,641","67,634","27,175","3,197",303,"3,500",610,47,"4,157","2,775",203,"2,978",397,70,"3,445",712,1.06 ,213,0.32 ,499,0.75 
082252,茨城県,常陸大宮市,"20,966","21,226","42,192","17,650",882,101,983,230,12,"1,225","1,194",30,"1,224",655,14,"1,893",-668,-1.56 ,-425,-0.99 ,-243,-0.57 
082261,茨城県,那珂市,"26,984","27,941","54,925","22,645","1,557",46,"1,603",363,21,"1,987","1,510",38,"1,548",716,28,"2,292",-305,-0.55 ,-353,-0.64 ,48,0.09 
082279,茨城県,筑西市,"52,372","52,691","105,063","41,230","2,578",269,"2,847",639,43,"3,529","2,854",155,"3,009","1,259",211,"4,479",-950,-0.90 ,-620,-0.58 ,-330,-0.31 
082287,茨城県,坂東市,"27,902","26,528","54,430","20,139","1,427",279,"1,706",327,35,"2,068","1,653",194,"1,847",656,192,"2,695",-627,-1.14 ,-329,-0.60 ,-298,-0.54 
082295,茨城県,稲敷市,"20,701","20,656","41,357","16,167",981,141,"1,122",168,25,"1,315","1,289",70,"1,359",627,95,"2,081",-766,-1.82 ,-459,-1.09 ,-307,-0.73 
082309,茨城県,かすみがうら市,"21,398","20,795","42,193","17,290","1,664",115,"1,779",257,21,"2,057","1,557",97,"1,654",516,107,"2,277",-220,-0.52 ,-259,-0.61 ,39,0.09 
082317,茨城県,桜川市,"20,895","21,231","42,126","15,362",686,83,769,187,12,968,"1,052",48,"1,100",693,39,"1,832",-864,-2.01 ,-506,-1.18 ,-358,-0.83 
082325,茨城県,神栖市,"49,052","46,349","95,401","41,232","3,355",371,"3,726",823,30,"4,579","3,208",245,"3,453",885,194,"4,532",47,0.05 ,-62,-0.07 ,109,0.11 
082333,茨城県,行方市,"17,473","17,601","35,074","12,916",700,316,"1,016",171,9,"1,196",955,122,"1,077",571,168,"1,816",-620,-1.74 ,-400,-1.12 ,-220,-0.62 
082341,茨城県,鉾田市,"25,188","23,942","49,130","20,304","1,228","1,247","2,475",231,26,"2,732","1,870",327,"2,197",724,423,"3,344",-612,-1.23 ,-493,-0.99 ,-119,-0.24 
082350,茨城県,つくばみらい市,"25,956","25,674","51,630","20,562","2,146",311,"2,457",484,36,"2,977","2,260",131,"2,391",508,38,"2,937",40,0.08 ,-24,-0.05 ,64,0.12 
082368,茨城県,小美玉市,"25,970","25,296","51,266","21,008","1,770",228,"1,998",338,35,"2,371","1,873",108,"1,981",633,238,"2,852",-481,-0.93 ,-295,-0.57 ,-186,-0.36 
083003,茨城県,東茨城郡,"34,528","34,791","69,319","28,492","2,216",285,"2,501",315,18,"2,834","2,394",125,"2,519","1,025",205,"3,749",-915,-1.30 ,-710,-1.01 ,-205,-0.29 
083020,茨城県,東茨城郡茨城町,"16,409","16,310","32,719","13,123","1,313",71,"1,384",168,7,"1,559","1,238",47,"1,285",460,97,"1,842",-283,-0.86 ,-292,-0.88 ,9,0.03 
