令和2年1月1日住民基本台帳人口・世帯数、令和元年（平成31年1月1日から令和元年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,（単位：人、世帯、％）
団体コード,都道府県名,市区町村名,令和2年,,,,令和元年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
,合計,,"62,036,028","65,102,005","127,138,033","59,071,519","5,392,557","685,537","6,078,094","884,767","71,709","7,034,570","5,409,499","362,923","5,772,422","1,386,212","181,466","7,340,100","-305,530",-0.24 ,"-501,445",-0.39 ,"195,915",0.15 
010006,北海道,,"2,488,629","2,779,133","5,267,762","2,790,286","242,721","18,253","260,974","31,174","2,006","294,154","249,395","12,100","261,495","65,494","3,816","330,805","-36,651",-0.69 ,"-34,320",-0.65 ,"-2,331",-0.04 
011002,北海道,札幌市,"915,342","1,043,971","1,959,313","1,068,992","120,498","5,673","126,171","12,810",530,"139,511","110,883","3,985","114,868","19,711","1,076","135,655","3,856",0.20 ,"-6,901",-0.35 ,"10,757",0.55 
011011,北海道,札幌市中央区,"107,871","130,327","238,198","144,196","21,398","1,171","22,569","1,570",71,"24,210","18,347",736,"19,083","2,170",208,"21,461","2,749",1.17 ,-600,-0.25 ,"3,349",1.42 
011029,北海道,札幌市北区,"135,736","150,450","286,186","153,109","15,527","1,263","16,790","1,762",85,"18,637","14,694",899,"15,593","2,740",230,"18,563",74,0.03 ,-978,-0.34 ,"1,052",0.37 
011037,北海道,札幌市東区,"124,541","137,381","261,922","143,130","15,123",642,"15,765","1,899",97,"17,761","14,476",405,"14,881","2,558",177,"17,616",145,0.06 ,-659,-0.25 ,804,0.31 
011045,北海道,札幌市白石区,"101,211","112,000","213,211","123,314","14,314",328,"14,642","1,717",49,"16,408","13,365",280,"13,645","2,130",93,"15,868",540,0.25 ,-413,-0.19 ,953,0.45 
011053,北海道,札幌市豊平区,"103,383","120,179","223,562","128,353","16,534",696,"17,230","1,657",57,"18,944","15,091",458,"15,549","2,190",147,"17,886","1,058",0.48 ,-533,-0.24 ,"1,591",0.72 
011061,北海道,札幌市南区,"63,351","73,207","136,558","72,643","7,273",458,"7,731",630,47,"8,408","7,267",248,"7,515","1,758",65,"9,338",-930,-0.68 ,"-1,128",-0.82 ,198,0.14 
011070,北海道,札幌市西区,"100,229","116,764","216,993","115,730","13,402",345,"13,747","1,620",44,"15,411","11,094",318,"11,412","2,164",73,"13,649","1,762",0.82 ,-544,-0.25 ,"2,306",1.07 
011088,北海道,札幌市厚別区,"58,349","68,893","127,242","65,559","6,526",296,"6,822",647,21,"7,490","6,272",280,"6,552","1,321",23,"7,896",-406,-0.32 ,-674,-0.53 ,268,0.21 
011096,北海道,札幌市手稲区,"66,793","75,173","141,966","69,693","6,255",262,"6,517",769,34,"7,320","5,726",195,"5,921","1,533",30,"7,484",-164,-0.12 ,-764,-0.54 ,600,0.42 
011100,北海道,札幌市清田区,"53,878","59,597","113,475","53,265","4,146",212,"4,358",539,25,"4,922","4,551",166,"4,717","1,147",30,"5,894",-972,-0.85 ,-608,-0.53 ,-364,-0.32 
012025,北海道,函館市,"116,270","139,038","255,308","141,853","8,407",426,"8,833","1,322",238,"10,393","9,482",368,"9,850","4,048",135,"14,033","-3,640",-1.41 ,"-2,726",-1.05 ,-914,-0.35 
012033,北海道,小樽市,"51,655","62,770","114,425","63,143","2,962",211,"3,173",440,28,"3,641","3,731",151,"3,882","1,812",51,"5,745","-2,104",-1.81 ,"-1,372",-1.18 ,-732,-0.63 
012041,北海道,旭川市,"155,194","178,876","334,070","177,704","10,012",640,"10,652","1,967",148,"12,767","11,112",321,"11,433","4,496",160,"16,089","-3,322",-0.98 ,"-2,529",-0.75 ,-793,-0.24 
012050,北海道,室蘭市,"39,761","43,216","82,977","45,534","2,970",132,"3,102",467,49,"3,618","3,624",98,"3,722","1,310",14,"5,046","-1,428",-1.69 ,-843,-1.00 ,-585,-0.69 
012068,北海道,釧路市,"79,066","89,020","168,086","94,458","5,753",336,"6,089",896,40,"7,025","6,612",287,"6,899","2,295",109,"9,303","-2,278",-1.34 ,"-1,399",-0.82 ,-879,-0.52 
012076,北海道,帯広市,"79,205","86,838","166,043","88,176","7,383",292,"7,675","1,152",72,"8,899","7,570",227,"7,797","1,887",61,"9,745",-846,-0.51 ,-735,-0.44 ,-111,-0.07 
012084,北海道,北見市,"55,408","61,222","116,630","61,655","3,798",119,"3,917",708,56,"4,681","4,213",135,"4,348","1,478",31,"5,857","-1,176",-1.00 ,-770,-0.65 ,-406,-0.34 
012092,北海道,夕張市,"3,612","4,157","7,769","4,586",223,104,327,17,3,347,366,104,470,189,6,665,-318,-3.93 ,-172,-2.13 ,-146,-1.81 
012106,北海道,岩見沢市,"37,572","42,838","80,410","41,558","2,451",74,"2,525",376,16,"2,917","3,041",61,"3,102","1,169",14,"4,285","-1,368",-1.67 ,-793,-0.97 ,-575,-0.70 
012114,北海道,網走市,"17,148","17,891","35,039","18,142","1,499",117,"1,616",182,33,"1,831","1,975",70,"2,045",435,16,"2,496",-665,-1.86 ,-253,-0.71 ,-412,-1.15 
012122,北海道,留萌市,"9,917","10,798","20,715","11,416",961,12,973,103,10,"1,086","1,317",35,"1,352",325,4,"1,681",-595,-2.79 ,-222,-1.04 ,-373,-1.75 
012131,北海道,苫小牧市,"83,705","87,537","171,242","89,460","5,944",232,"6,176","1,146",60,"7,382","5,785",193,"5,978","1,927",46,"7,951",-569,-0.33 ,-781,-0.45 ,212,0.12 
012149,北海道,稚内市,"16,507","17,098","33,605","17,720","1,254",150,"1,404",189,25,"1,618","1,689",109,"1,798",454,10,"2,262",-644,-1.88 ,-265,-0.77 ,-379,-1.11 
012157,北海道,美唄市,"10,003","11,055","21,058","11,430",478,20,498,66,11,575,734,14,748,367,4,"1,119",-544,-2.52 ,-301,-1.39 ,-243,-1.12 
012165,北海道,芦別市,"6,036","7,168","13,204","7,418",275,23,298,55,0,353,500,9,509,275,0,784,-431,-3.16 ,-220,-1.61 ,-211,-1.55 
012173,北海道,江別市,"56,888","62,692","119,580","58,026","5,686",376,"6,062",626,24,"6,712","4,619",235,"4,854","1,219",44,"6,117",595,0.50 ,-593,-0.50 ,"1,188",1.00 
012181,北海道,赤平市,"4,501","5,405","9,906","5,804",249,17,266,31,2,299,351,13,364,211,4,579,-280,-2.75 ,-180,-1.77 ,-100,-0.98 
012190,北海道,紋別市,"10,114","11,468","21,582","11,801",640,254,894,118,9,"1,021","1,008",118,"1,126",328,29,"1,483",-462,-2.10 ,-210,-0.95 ,-252,-1.14 
012203,北海道,士別市,"8,780","9,782","18,562","9,284",487,28,515,82,0,597,711,31,742,245,13,"1,000",-403,-2.12 ,-163,-0.86 ,-240,-1.27 
012211,北海道,名寄市,"13,292","13,985","27,277","14,320","1,286",60,"1,346",177,4,"1,527","1,449",60,"1,509",321,2,"1,832",-305,-1.11 ,-144,-0.52 ,-161,-0.58 
012220,北海道,三笠市,"3,758","4,544","8,302","4,801",290,8,298,40,2,340,377,9,386,210,4,600,-260,-3.04 ,-170,-1.99 ,-90,-1.05 
012238,北海道,根室市,"12,153","13,304","25,457","12,565",682,276,958,136,10,"1,104","1,144",95,"1,239",356,5,"1,600",-496,-1.91 ,-220,-0.85 ,-276,-1.06 
012246,北海道,千歳市,"49,517","48,035","97,552","50,082","6,233",329,"6,562",812,48,"7,422","5,937",182,"6,119",763,49,"6,931",491,0.51 ,49,0.05 ,442,0.46 
012254,北海道,滝川市,"18,946","20,915","39,861","21,422","1,844",32,"1,876",235,16,"2,127","1,995",38,"2,033",589,9,"2,631",-504,-1.25 ,-354,-0.88 ,-150,-0.37 
012262,北海道,砂川市,"7,803","9,045","16,848","8,843",597,8,605,74,2,681,712,13,725,243,2,970,-289,-1.69 ,-169,-0.99 ,-120,-0.70 
012271,北海道,歌志内市,"1,474","1,656","3,130","1,834",74,0,74,12,0,86,159,1,160,71,0,231,-145,-4.43 ,-59,-1.80 ,-86,-2.63 
012289,北海道,深川市,"9,580","10,842","20,422","10,825",743,19,762,90,0,852,867,18,885,343,6,"1,234",-382,-1.84 ,-253,-1.22 ,-129,-0.62 
012297,北海道,富良野市,"10,161","11,432","21,593","10,894",895,178,"1,073",129,14,"1,216","1,099",144,"1,243",288,13,"1,544",-328,-1.50 ,-159,-0.73 ,-169,-0.77 
012301,北海道,登別市,"22,749","24,859","47,608","24,740","1,767",95,"1,862",263,18,"2,143","2,132",85,"2,217",703,10,"2,930",-787,-1.63 ,-440,-0.91 ,-347,-0.72 
012319,北海道,恵庭市,"34,097","35,952","70,049","33,740","3,495",159,"3,654",426,16,"4,096","3,023",123,"3,146",727,24,"3,897",199,0.28 ,-301,-0.43 ,500,0.72 
012335,北海道,伊達市,"15,755","18,141","33,896","17,889","1,104",84,"1,188",169,20,"1,377","1,229",86,"1,315",519,12,"1,846",-469,-1.36 ,-350,-1.02 ,-119,-0.35 
012343,北海道,北広島市,"27,950","30,315","58,265","27,728","2,213",107,"2,320",266,7,"2,593","2,297",45,"2,342",604,12,"2,958",-365,-0.62 ,-338,-0.58 ,-27,-0.05 
012351,北海道,石狩市,"28,177","30,111","58,288","27,888","2,262",133,"2,395",295,29,"2,719","1,924",140,"2,064",690,22,"2,776",-57,-0.10 ,-395,-0.68 ,338,0.58 
012360,北海道,北斗市,"21,588","24,443","46,031","22,242","1,559",52,"1,611",266,31,"1,908","1,680",79,"1,759",593,12,"2,364",-456,-0.98 ,-327,-0.70 ,-129,-0.28 
013030,北海道,石狩郡当別町,"7,718","8,122","15,840","7,655",587,58,645,52,0,697,703,22,725,193,0,918,-221,-1.38 ,-141,-0.88 ,-80,-0.50 
013048,北海道,石狩郡新篠津村,"1,466","1,567","3,033","1,402",122,2,124,12,0,136,121,7,128,76,0,204,-68,-2.19 ,-64,-2.06 ,-4,-0.13 
013315,北海道,松前郡松前町,"3,303","3,693","6,996","3,958",191,10,201,22,0,223,307,15,322,162,0,484,-261,-3.60 ,-140,-1.93 ,-121,-1.67 
013323,北海道,松前郡福島町,"1,847","2,121","3,968","2,084",95,11,106,12,3,121,156,14,170,86,4,260,-139,-3.38 ,-74,-1.80 ,-65,-1.58 
013331,北海道,上磯郡知内町,"2,081","2,209","4,290","2,069",177,2,179,20,1,200,218,16,234,62,2,298,-98,-2.23 ,-42,-0.96 ,-56,-1.28 
013340,北海道,上磯郡木古内町,"1,882","2,184","4,066","2,170",126,9,135,13,2,150,154,10,164,94,2,260,-110,-2.63 ,-81,-1.94 ,-29,-0.69 
013374,北海道,亀田郡七飯町,"13,007","15,141","28,148","13,795","1,181",21,"1,202",155,9,"1,366","1,041",55,"1,096",404,6,"1,506",-140,-0.49 ,-249,-0.88 ,109,0.39 
013439,北海道,茅部郡鹿部町,"1,840","2,059","3,899","1,880",105,49,154,19,0,173,125,20,145,65,25,235,-62,-1.57 ,-46,-1.16 ,-16,-0.40 
013455,北海道,茅部郡森町,"7,132","8,098","15,230","7,577",366,125,491,71,13,575,565,73,638,266,16,920,-345,-2.22 ,-195,-1.25 ,-150,-0.96 
013463,北海道,二海郡八雲町,"7,950","8,343","16,293","8,410",633,105,738,101,12,851,902,35,937,245,61,"1,243",-392,-2.35 ,-144,-0.86 ,-248,-1.49 
013471,北海道,山越郡長万部町,"2,446","2,825","5,271","2,941",252,52,304,19,2,325,400,23,423,94,30,547,-222,-4.04 ,-75,-1.37 ,-147,-2.68 
013617,北海道,檜山郡江差町,"3,599","3,889","7,488","4,230",399,3,402,28,9,439,543,6,549,132,2,683,-244,-3.16 ,-104,-1.35 ,-140,-1.81 
013625,北海道,檜山郡上ノ国町,"2,194","2,513","4,707","2,452",98,8,106,17,1,124,177,4,181,86,1,268,-144,-2.97 ,-69,-1.42 ,-75,-1.55 
013633,北海道,檜山郡厚沢部町,"1,807","1,985","3,792","1,906",119,65,184,14,7,205,215,10,225,66,2,293,-88,-2.27 ,-52,-1.34 ,-36,-0.93 
013641,北海道,爾志郡乙部町,"1,662","1,963","3,625","1,867",105,5,110,15,1,126,142,5,147,77,0,224,-98,-2.63 ,-62,-1.67 ,-36,-0.97 
013676,北海道,奥尻郡奥尻町,"1,378","1,208","2,586","1,529",138,1,139,14,0,153,182,0,182,40,0,222,-69,-2.60 ,-26,-0.98 ,-43,-1.62 
013706,北海道,瀬棚郡今金町,"2,487","2,691","5,178","2,537",145,2,147,23,1,171,235,1,236,113,0,349,-178,-3.32 ,-90,-1.68 ,-88,-1.64 
013714,北海道,久遠郡せたな町,"3,656","4,087","7,743","4,143",235,11,246,27,0,273,342,15,357,144,0,501,-228,-2.86 ,-117,-1.47 ,-111,-1.39 
013919,北海道,島牧郡島牧村,717,716,"1,433",817,42,0,42,6,0,48,63,0,63,29,0,92,-44,-2.98 ,-23,-1.56 ,-21,-1.42 
013927,北海道,寿都郡寿都町,"1,438","1,510","2,948","1,678",115,21,136,16,0,152,123,25,148,48,2,198,-46,-1.54 ,-32,-1.07 ,-14,-0.47 
013935,北海道,寿都郡黒松内町,"1,324","1,460","2,784","1,487",128,0,128,19,0,147,138,0,138,61,1,200,-53,-1.87 ,-42,-1.48 ,-11,-0.39 
013943,北海道,磯谷郡蘭越町,"2,260","2,409","4,669","2,368",186,24,210,21,3,234,194,9,203,75,4,282,-48,-1.02 ,-54,-1.14 ,6,0.13 
013951,北海道,虻田郡ニセコ町,"2,756","2,647","5,403","2,907",378,482,860,48,17,925,409,246,655,61,104,820,105,1.98 ,-13,-0.25 ,118,2.23 
013960,北海道,虻田郡真狩村,"1,042","1,037","2,079",972,108,8,116,17,0,133,122,2,124,30,2,156,-23,-1.09 ,-13,-0.62 ,-10,-0.48 
013978,北海道,虻田郡留寿都村,"1,036","1,034","2,070","1,149",162,300,462,11,5,478,170,191,361,19,75,455,23,1.12 ,-8,-0.39 ,31,1.51 
013986,北海道,虻田郡喜茂別町,"1,117","1,084","2,201","1,280",136,47,183,11,3,197,141,19,160,43,2,205,-8,-0.36 ,-32,-1.45 ,24,1.09 
013994,北海道,虻田郡京極町,"1,437","1,542","2,979","1,488",124,11,135,14,4,153,143,18,161,55,0,216,-63,-2.07 ,-41,-1.35 ,-22,-0.72 
014001,北海道,虻田郡倶知安町,"8,752","8,140","16,892","9,843","1,167","2,116","3,283",122,23,"3,428","1,445",811,"2,256",142,780,"3,178",250,1.50 ,-20,-0.12 ,270,1.62 
014010,北海道,岩内郡共和町,"2,979","2,879","5,858","2,870",253,8,261,45,4,310,313,0,313,81,0,394,-84,-1.41 ,-36,-0.61 ,-48,-0.81 
014028,北海道,岩内郡岩内町,"5,815","6,499","12,314","6,743",336,7,343,55,4,402,483,12,495,214,2,711,-309,-2.45 ,-159,-1.26 ,-150,-1.19 
014036,北海道,古宇郡泊村,771,842,"1,613",899,65,2,67,4,0,71,79,0,79,31,0,110,-39,-2.36 ,-27,-1.63 ,-12,-0.73 
014044,北海道,古宇郡神恵内村,397,443,840,472,22,1,23,3,0,26,35,0,35,12,0,47,-21,-2.44 ,-9,-1.05 ,-12,-1.39 
014052,北海道,積丹郡積丹町,920,"1,061","1,981","1,075",57,1,58,4,0,62,84,1,85,39,0,124,-62,-3.03 ,-35,-1.71 ,-27,-1.32 
014061,北海道,古平郡古平町,"1,405","1,610","3,015","1,750",54,18,72,13,0,85,93,15,108,54,0,162,-77,-2.49 ,-41,-1.33 ,-36,-1.16 
014079,北海道,余市郡仁木町,"1,569","1,682","3,251","1,685",145,117,262,14,1,277,128,159,287,56,4,347,-70,-2.11 ,-42,-1.26 ,-28,-0.84 
014087,北海道,余市郡余市町,"8,628","9,936","18,564","9,844",670,45,715,92,2,809,761,51,812,304,23,"1,139",-330,-1.75 ,-212,-1.12 ,-118,-0.62 
014095,北海道,余市郡赤井川村,633,640,"1,273",752,116,153,269,10,1,280,131,32,163,20,86,269,11,0.87 ,-10,-0.79 ,21,1.66 
014231,北海道,空知郡南幌町,"3,543","3,918","7,461","3,446",212,36,248,28,2,278,284,12,296,89,5,390,-112,-1.48 ,-61,-0.81 ,-51,-0.67 
014249,北海道,空知郡奈井江町,"2,528","2,807","5,335","2,794",164,7,171,23,0,194,172,8,180,109,5,294,-100,-1.84 ,-86,-1.58 ,-14,-0.26 
014257,北海道,空知郡上砂川町,"1,314","1,560","2,874","1,735",73,5,78,9,1,88,121,2,123,72,6,201,-113,-3.78 ,-63,-2.11 ,-50,-1.67 
014273,北海道,夕張郡由仁町,"2,416","2,645","5,061","2,405",147,1,148,21,0,169,193,1,194,84,3,281,-112,-2.17 ,-63,-1.22 ,-49,-0.95 
014281,北海道,夕張郡長沼町,"5,147","5,502","10,649","4,925",289,3,292,42,8,342,403,5,408,158,3,569,-227,-2.09 ,-116,-1.07 ,-111,-1.02 
014290,北海道,夕張郡栗山町,"5,399","6,238","11,637","5,854",401,25,426,45,1,472,428,34,462,181,15,658,-186,-1.57 ,-136,-1.15 ,-50,-0.42 
014303,北海道,樺戸郡月形町,"1,583","1,534","3,117","1,629",122,2,124,10,1,135,169,3,172,62,0,234,-99,-3.08 ,-52,-1.62 ,-47,-1.46 
014311,北海道,樺戸郡浦臼町,860,925,"1,785",856,36,1,37,7,0,44,76,0,76,27,0,103,-59,-3.20 ,-20,-1.08 ,-39,-2.11 
014320,北海道,樺戸郡新十津川町,"3,039","3,493","6,532","2,952",217,18,235,26,1,262,222,10,232,107,0,339,-77,-1.17 ,-81,-1.23 ,4,0.06 
