令和2年1月1日住民基本台帳人口・世帯数、令和元年（平成31年1月1日から令和元年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,（単位：人、世帯、％）
団体コード,都道府県名,市区町村名,令和2年,,,,令和元年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
093611,栃木県,下都賀郡壬生町,"19,520","19,793","39,313","16,044","1,157",142,"1,299",257,10,"1,566","1,280",66,"1,346",400,33,"1,779",-213,-0.54 ,-143,-0.36 ,-70,-0.18 
093645,栃木県,下都賀郡野木町,"12,821","12,777","25,598","10,722",907,895,"1,802",152,7,"1,961","1,637",65,"1,702",275,19,"1,996",-35,-0.14 ,-123,-0.48 ,88,0.34 
093807,栃木県,塩谷郡,"20,944","19,649","40,593","16,465","1,519",148,"1,667",259,26,"1,952","1,794",148,"1,942",487,22,"2,451",-499,-1.21 ,-228,-0.55 ,-271,-0.66 
093840,栃木県,塩谷郡塩谷町,"5,502","5,569","11,071","4,037",202,4,206,34,9,249,330,5,335,178,2,515,-266,-2.35 ,-144,-1.27 ,-122,-1.08 
093866,栃木県,塩谷郡高根沢町,"15,442","14,080","29,522","12,428","1,317",144,"1,461",225,17,"1,703","1,464",143,"1,607",309,20,"1,936",-233,-0.78 ,-84,-0.28 ,-149,-0.50 
094005,栃木県,那須郡,"20,575","20,498","41,073","16,383","1,165",159,"1,324",169,22,"1,515","1,428",71,"1,499",619,51,"2,169",-654,-1.57 ,-450,-1.08 ,-204,-0.49 
094072,栃木県,那須郡那須町,"12,454","12,599","25,053","10,367",924,146,"1,070",108,16,"1,194",954,59,"1,013",368,48,"1,429",-235,-0.93 ,-260,-1.03 ,25,0.10 
094111,栃木県,那須郡那珂川町,"8,121","7,899","16,020","6,016",241,13,254,61,6,321,474,12,486,251,3,740,-419,-2.55 ,-190,-1.16 ,-229,-1.39 
100005,群馬県,,"976,529","992,910","1,969,439","855,165","63,258","10,951","74,209","12,473",968,"87,650","65,749","5,515","71,264","23,263","4,886","99,413","-11,763",-0.59 ,"-10,790",-0.54 ,-973,-0.05 
102016,群馬県,前橋市,"164,567","171,548","336,115","149,949","10,533","1,727","12,260","2,262",180,"14,702","10,686",672,"11,358","3,932",799,"16,089","-1,387",-0.41 ,"-1,670",-0.49 ,283,0.08 
102024,群馬県,高崎市,"183,497","189,617","373,114","166,052","12,092","1,833","13,925","2,640",188,"16,753","12,584",708,"13,292","4,116",399,"17,807","-1,054",-0.28 ,"-1,476",-0.39 ,422,0.11 
102032,群馬県,桐生市,"53,075","57,047","110,122","49,731","2,390",588,"2,978",467,29,"3,474","3,187",263,"3,450","1,732",202,"5,384","-1,910",-1.70 ,"-1,265",-1.13 ,-645,-0.58 
102041,群馬県,伊勢崎市,"107,335","106,031","213,366","90,814","7,473","1,315","8,788","1,675",123,"10,586","7,335",592,"7,927","2,128",793,"10,848",-262,-0.12 ,-453,-0.21 ,191,0.09 
102059,群馬県,太田市,"114,514","109,901","224,415","97,194","8,380","1,360","9,740","1,595",121,"11,456","7,483",999,"8,482","2,234",960,"11,676",-220,-0.10 ,-639,-0.28 ,419,0.19 
102067,群馬県,沼田市,"23,076","24,305","47,381","20,521","1,082",161,"1,243",247,20,"1,510","1,444",95,"1,539",641,119,"2,299",-789,-1.64 ,-394,-0.82 ,-395,-0.82 
102075,群馬県,館林市,"38,074","37,738","75,812","33,337","2,377",358,"2,735",424,50,"3,209","2,465",201,"2,666",833,152,"3,651",-442,-0.58 ,-409,-0.54 ,-33,-0.04 
102083,群馬県,渋川市,"37,650","39,203","76,853","32,353","2,022",164,"2,186",386,48,"2,620","2,348",97,"2,445","1,116",44,"3,605",-985,-1.27 ,-730,-0.94 ,-255,-0.33 
102091,群馬県,藤岡市,"31,958","33,159","65,117","27,587","1,694",217,"1,911",342,14,"2,267","1,883",95,"1,978",778,81,"2,837",-570,-0.87 ,-436,-0.66 ,-134,-0.20 
102105,群馬県,富岡市,"23,834","24,442","48,276","20,224","1,192",169,"1,361",229,3,"1,593","1,321",158,"1,479",689,59,"2,227",-634,-1.30 ,-460,-0.94 ,-174,-0.36 
102113,群馬県,安中市,"28,293","29,089","57,382","24,673","1,152",156,"1,308",230,21,"1,559","1,349",83,"1,432",848,36,"2,316",-757,-1.30 ,-618,-1.06 ,-139,-0.24 
102121,群馬県,みどり市,"24,949","25,404","50,353","20,775","1,526",102,"1,628",314,13,"1,955","1,648",79,"1,727",597,75,"2,399",-444,-0.87 ,-283,-0.56 ,-161,-0.32 
103403,群馬県,北群馬郡,"18,104","18,243","36,347","14,063","1,809",69,"1,878",306,10,"2,194","1,658",40,"1,698",304,28,"2,030",164,0.45 ,2,0.01 ,162,0.45 
103446,群馬県,北群馬郡榛東村,"7,481","7,195","14,676","5,889",849,35,884,96,10,990,882,12,894,140,16,"1,050",-60,-0.41 ,-44,-0.30 ,-16,-0.11 
103454,群馬県,北群馬郡吉岡町,"10,623","11,048","21,671","8,174",960,34,994,210,0,"1,204",776,28,804,164,12,980,224,1.04 ,46,0.21 ,178,0.83 
103608,群馬県,多野郡,"1,444","1,513","2,957","1,532",86,21,107,9,0,116,124,3,127,74,0,201,-85,-2.79 ,-65,-2.14 ,-20,-0.66 
103667,群馬県,多野郡上野村,580,578,"1,158",573,40,3,43,7,0,50,65,2,67,15,0,82,-32,-2.69 ,-8,-0.67 ,-24,-2.02 
103675,群馬県,多野郡神流町,864,935,"1,799",959,46,18,64,2,0,66,59,1,60,59,0,119,-53,-2.86 ,-57,-3.08 ,4,0.22 
103802,群馬県,甘楽郡,"10,931","11,222","22,153","9,390",612,47,659,68,4,731,596,56,652,406,5,"1,063",-332,-1.48 ,-338,-1.50 ,6,0.03 
103829,群馬県,甘楽郡下仁田町,"3,571","3,654","7,225","3,316",148,5,153,18,0,171,174,15,189,163,0,352,-181,-2.44 ,-145,-1.96 ,-36,-0.49 
103837,群馬県,甘楽郡南牧村,835,951,"1,786",988,29,3,32,1,1,34,68,1,69,56,0,125,-91,-4.85 ,-55,-2.93 ,-36,-1.92 
103845,群馬県,甘楽郡甘楽町,"6,525","6,617","13,142","5,086",435,39,474,49,3,526,354,40,394,187,5,586,-60,-0.45 ,-138,-1.05 ,78,0.59 
104205,群馬県,吾妻郡,"26,838","27,490","54,328","23,593","1,903","1,052","2,955",229,48,"3,232","2,537",602,"3,139",856,169,"4,164",-932,-1.69 ,-627,-1.13 ,-305,-0.55 
104213,群馬県,吾妻郡中之条町,"7,708","8,074","15,782","6,756",383,430,813,58,1,872,918,49,967,260,25,"1,252",-380,-2.35 ,-202,-1.25 ,-178,-1.10 
104248,群馬県,吾妻郡長野原町,"2,739","2,771","5,510","2,472",250,37,287,25,7,319,274,24,298,89,17,404,-85,-1.52 ,-64,-1.14 ,-21,-0.38 
104256,群馬県,吾妻郡嬬恋村,"4,809","4,705","9,514","3,860",380,412,792,49,12,853,349,393,742,109,57,908,-55,-0.57 ,-60,-0.63 ,5,0.05 
104264,群馬県,吾妻郡草津町,"3,138","3,232","6,370","3,445",401,146,547,26,7,580,420,84,504,96,29,629,-49,-0.76 ,-70,-1.09 ,21,0.33 
104281,群馬県,吾妻郡高山村,"1,800","1,796","3,596","1,422",156,6,162,24,1,187,144,6,150,58,13,221,-34,-0.94 ,-34,-0.94 ,0,0.00 
104299,群馬県,吾妻郡東吾妻町,"6,644","6,912","13,556","5,638",333,21,354,47,20,421,432,46,478,244,28,750,-329,-2.37 ,-197,-1.42 ,-132,-0.95 
104400,群馬県,利根郡,"16,420","17,206","33,626","13,530",845,368,"1,213",165,8,"1,386","1,037",139,"1,176",527,198,"1,901",-515,-1.51 ,-362,-1.06 ,-153,-0.45 
104434,群馬県,利根郡片品村,"2,143","2,228","4,371","1,688",95,33,128,16,1,145,124,16,140,70,6,216,-71,-1.60 ,-54,-1.22 ,-17,-0.38 
104442,群馬県,利根郡川場村,"1,557","1,707","3,264","1,112",103,0,103,10,2,115,100,0,100,53,0,153,-38,-1.15 ,-43,-1.30 ,5,0.15 
104485,群馬県,利根郡昭和村,"3,658","3,641","7,299","2,731",166,178,344,48,5,397,198,44,242,99,117,458,-61,-0.83 ,-51,-0.69 ,-10,-0.14 
104493,群馬県,利根郡みなかみ町,"9,062","9,630","18,692","7,999",481,157,638,91,0,729,615,79,694,305,75,"1,074",-345,-1.81 ,-214,-1.12 ,-131,-0.69 
104604,群馬県,佐波郡,"18,009","18,325","36,334","15,475","1,394",285,"1,679",232,12,"1,923","1,479",113,"1,592",336,150,"2,078",-155,-0.42 ,-104,-0.29 ,-51,-0.14 
104647,群馬県,佐波郡玉村町,"18,009","18,325","36,334","15,475","1,394",285,"1,679",232,12,"1,923","1,479",113,"1,592",336,150,"2,078",-155,-0.42 ,-104,-0.29 ,-51,-0.14 
105201,群馬県,邑楽郡,"53,961","51,427","105,388","44,372","4,696",959,"5,655",653,76,"6,384","4,585",520,"5,105","1,116",617,"6,838",-454,-0.43 ,-463,-0.44 ,9,0.01 
105210,群馬県,邑楽郡板倉町,"7,290","7,208","14,498","5,698",379,103,482,54,5,541,440,36,476,220,8,704,-163,-1.11 ,-166,-1.13 ,3,0.02 
105228,群馬県,邑楽郡明和町,"5,670","5,599","11,269","4,304",372,47,419,80,3,502,378,14,392,121,33,546,-44,-0.39 ,-41,-0.36 ,-3,-0.03 
105236,群馬県,邑楽郡千代田町,"5,710","5,556","11,266","4,476",376,41,417,62,8,487,445,27,472,129,32,633,-146,-1.28 ,-67,-0.59 ,-79,-0.69 
105244,群馬県,邑楽郡大泉町,"21,944","20,043","41,987","19,578","2,838",676,"3,514",322,44,"3,880","2,482",394,"2,876",346,456,"3,678",202,0.48 ,-24,-0.06 ,226,0.54 
105252,群馬県,邑楽郡邑楽町,"13,347","13,021","26,368","10,316",731,92,823,135,16,974,840,49,889,300,88,"1,277",-303,-1.14 ,-165,-0.62 ,-138,-0.52 
110001,埼玉県,,"3,696,958","3,693,096","7,390,054","3,353,979","337,607","32,224","369,831","50,119","4,892","424,842","310,397","17,552","327,949","69,755","14,372","412,076","12,766",0.17 ,"-19,636",-0.27 ,"32,402",0.44 
111007,埼玉県,さいたま市,"653,652","660,493","1,314,145","602,396","79,445","6,088","85,533","10,317",667,"96,517","68,432","3,387","71,819","11,193","1,616","84,628","11,889",0.91 ,-876,-0.07 ,"12,765",0.98 
111015,埼玉県,さいたま市西区,"45,541","46,427","91,968","40,607","5,926",196,"6,122",795,40,"6,957","3,676",151,"3,827",965,51,"4,843","2,114",2.35 ,-170,-0.19 ,"2,284",2.54 
111023,埼玉県,さいたま市北区,"73,756","74,362","148,118","68,314","9,645",473,"10,118","1,125",64,"11,307","8,556",369,"8,925","1,159",115,"10,199","1,108",0.75 ,-34,-0.02 ,"1,142",0.78 
111031,埼玉県,さいたま市大宮区,"58,573","59,545","118,118","57,266","8,796",680,"9,476",956,71,"10,503","7,923",365,"8,288","1,084",195,"9,567",936,0.80 ,-128,-0.11 ,"1,064",0.91 
111040,埼玉県,さいたま市見沼区,"80,951","82,338","163,289","73,843","7,498",554,"8,052","1,045",92,"9,189","6,623",386,"7,009","1,542",191,"8,742",447,0.27 ,-497,-0.31 ,944,0.58 
111058,埼玉県,さいたま市中央区,"50,557","51,400","101,957","48,064","7,284",446,"7,730",812,49,"8,591","6,398",246,"6,644",815,120,"7,579","1,012",1.00 ,-3,-0.00 ,"1,015",1.01 
111066,埼玉県,さいたま市桜区,"48,687","47,242","95,929","45,941","5,408",733,"6,141",621,50,"6,812","5,510",441,"5,951",745,197,"6,893",-81,-0.08 ,-124,-0.13 ,43,0.04 
111074,埼玉県,さいたま市浦和区,"79,846","84,603","164,449","74,944","10,973","1,031","12,004","1,392",78,"13,474","9,195",513,"9,708","1,225",189,"11,122","2,352",1.45 ,167,0.10 ,"2,185",1.35 
111082,埼玉県,さいたま市南区,"96,181","94,946","191,127","88,503","12,351","1,202","13,553","1,800",92,"15,445","10,923",569,"11,492","1,326",354,"13,172","2,273",1.20 ,474,0.25 ,"1,799",0.95 
111091,埼玉県,さいたま市緑区,"63,060","64,185","127,245","54,280","7,343",377,"7,720","1,095",73,"8,888","5,615",205,"5,820","1,040",77,"6,937","1,951",1.56 ,55,0.04 ,"1,896",1.51 
111104,埼玉県,さいたま市岩槻区,"56,500","55,445","111,945","50,634","4,221",396,"4,617",676,58,"5,351","4,013",142,"4,155","1,292",127,"5,574",-223,-0.20 ,-616,-0.55 ,393,0.35 
112011,埼玉県,川越市,"176,706","176,595","353,301","160,036","14,072","1,632","15,704","2,401",909,"19,014","13,236",917,"14,153","3,321","1,354","18,828",186,0.05 ,-920,-0.26 ,"1,106",0.31 
112020,埼玉県,熊谷市,"98,400","98,429","196,829","87,214","7,544",537,"8,081","1,171",79,"9,331","7,526",421,"7,947","2,181",105,"10,233",-902,-0.46 ,"-1,010",-0.51 ,108,0.05 
112038,埼玉県,川口市,"307,800","299,305","607,105","290,037","29,635","4,231","33,866","4,715","1,033","39,614","24,113","1,939","26,052","5,602","4,693","36,347","3,267",0.54 ,-887,-0.15 ,"4,154",0.69 
112062,埼玉県,行田市,"40,175","40,761","80,936","35,070","2,497",273,"2,770",406,23,"3,199","2,497",122,"2,619",996,72,"3,687",-488,-0.60 ,-590,-0.72 ,102,0.13 
112071,埼玉県,秩父市,"30,338","31,667","62,005","26,412","1,152",87,"1,239",319,22,"1,580","1,516",77,"1,593",860,17,"2,470",-890,-1.42 ,-541,-0.86 ,-349,-0.55 
112089,埼玉県,所沢市,"170,473","173,760","344,233","161,604","14,437","1,449","15,886","2,177",86,"18,149","14,014",807,"14,821","3,057",358,"18,236",-87,-0.03 ,-880,-0.26 ,793,0.23 
112097,埼玉県,飯能市,"39,846","39,707","79,553","35,250","2,613",217,"2,830",446,39,"3,315","2,424",126,"2,550",866,54,"3,470",-155,-0.19 ,-420,-0.53 ,265,0.33 
112101,埼玉県,加須市,"56,832","56,211","113,043","47,527","3,773",358,"4,131",598,33,"4,762","3,462",351,"3,813","1,192",35,"5,040",-278,-0.25 ,-594,-0.52 ,316,0.28 
112119,埼玉県,本庄市,"39,035","39,208","78,243","34,650","3,224",268,"3,492",494,32,"4,018","2,820",157,"2,977",958,137,"4,072",-54,-0.07 ,-464,-0.59 ,410,0.52 
112127,埼玉県,東松山市,"45,493","44,855","90,348","40,501","3,511",453,"3,964",578,101,"4,643","3,265",254,"3,519",905,161,"4,585",58,0.06 ,-327,-0.36 ,385,0.43 
112143,埼玉県,春日部市,"116,163","117,974","234,137","106,924","8,076",814,"8,890","1,294",99,"10,283","7,693",510,"8,203","2,351",190,"10,744",-461,-0.20 ,"-1,057",-0.45 ,596,0.25 
112151,埼玉県,狭山市,"75,673","75,046","150,719","69,319","5,873",339,"6,212",807,40,"7,059","5,892",281,"6,173","1,635",193,"8,001",-942,-0.62 ,-828,-0.55 ,-114,-0.08 
112160,埼玉県,羽生市,"27,365","27,277","54,642","23,256","1,705",375,"2,080",288,27,"2,395","1,888",152,"2,040",681,144,"2,865",-470,-0.85 ,-393,-0.71 ,-77,-0.14 
112178,埼玉県,鴻巣市,"58,618","59,777","118,395","50,255","4,185",240,"4,425",660,26,"5,111","4,023",151,"4,174","1,172",115,"5,461",-350,-0.29 ,-512,-0.43 ,162,0.14 
112186,埼玉県,深谷市,"71,608","71,611","143,219","60,091","4,273",478,"4,751",868,81,"5,700","4,048",267,"4,315","1,609",232,"6,156",-456,-0.32 ,-741,-0.52 ,285,0.20 
112194,埼玉県,上尾市,"113,483","115,296","228,779","102,176","8,972",543,"9,515","1,514",65,"11,094","8,204",351,"8,555","2,066",213,"10,834",260,0.11 ,-552,-0.24 ,812,0.36 
112216,埼玉県,草加市,"126,382","123,263","249,645","118,129","11,940","1,003","12,943","1,614",95,"14,652","10,427",477,"10,904","2,150",441,"13,495","1,157",0.47 ,-536,-0.22 ,"1,693",0.68 
112224,埼玉県,越谷市,"171,353","173,175","344,528","155,617","13,974",961,"14,935","2,544",138,"17,617","12,049",633,"12,682","2,946",406,"16,034","1,583",0.46 ,-402,-0.12 ,"1,985",0.58 
112232,埼玉県,蕨市,"38,333","37,346","75,679","39,563","5,883",855,"6,738",573,98,"7,409","5,599",222,"5,821",686,484,"6,991",418,0.56 ,-113,-0.15 ,531,0.71 
112241,埼玉県,戸田市,"71,878","68,764","140,642","65,881","9,072","1,071","10,143","1,322",53,"11,518","8,538",498,"9,036",915,541,"10,492","1,026",0.73 ,407,0.29 ,619,0.44 
112259,埼玉県,入間市,"73,275","74,452","147,727","65,864","4,885",410,"5,295",861,13,"6,169","5,084",263,"5,347","1,385",152,"6,884",-715,-0.48 ,-524,-0.35 ,-191,-0.13 
112275,埼玉県,朝霞市,"71,483","70,319","141,802","66,589","9,559",712,"10,271","1,308",66,"11,645","8,333",393,"8,726",993,128,"9,847","1,798",1.28 ,315,0.22 ,"1,483",1.06 
112283,埼玉県,志木市,"37,910","38,564","76,474","35,050","3,944",375,"4,319",669,17,"5,005","3,825",254,"4,079",632,123,"4,834",171,0.22 ,37,0.05 ,134,0.18 
112291,埼玉県,和光市,"43,122","40,688","83,810","41,888","7,514",526,"8,040",822,90,"8,952","6,940",412,"7,352",499,76,"7,927","1,025",1.24 ,323,0.39 ,702,0.85 
112305,埼玉県,新座市,"82,667","83,060","165,727","75,516","7,737",669,"8,406","1,112",65,"9,583","7,103",425,"7,528","1,401",263,"9,192",391,0.24 ,-289,-0.17 ,680,0.41 
112313,埼玉県,桶川市,"37,373","37,986","75,359","32,728","3,044",150,"3,194",461,29,"3,684","2,824",112,"2,936",770,27,"3,733",-49,-0.06 ,-309,-0.41 ,260,0.34 
112321,埼玉県,久喜市,"76,377","76,689","153,066","66,625","5,334",492,"5,826",834,85,"6,745","5,371",355,"5,726","1,494",168,"7,388",-643,-0.42 ,-660,-0.43 ,17,0.01 
112330,埼玉県,北本市,"32,905","33,266","66,171","29,237","2,100",140,"2,240",363,28,"2,631","2,285",95,"2,380",724,24,"3,128",-497,-0.75 ,-361,-0.54 ,-136,-0.20 
112348,埼玉県,八潮市,"47,799","44,332","92,131","43,624","5,583",402,"5,985",777,100,"6,862","4,422",272,"4,694",706,207,"5,607","1,255",1.38 ,71,0.08 ,"1,184",1.30 
112356,埼玉県,富士見市,"55,195","56,425","111,620","52,054","6,230",423,"6,653",813,49,"7,515","5,611",328,"5,939","1,020",103,"7,062",453,0.41 ,-207,-0.19 ,660,0.59 
112372,埼玉県,三郷市,"72,274","70,255","142,529","64,867","6,285",934,"7,219","1,126",67,"8,412","5,861",352,"6,213","1,266",231,"7,710",702,0.49 ,-140,-0.10 ,842,0.59 
112381,埼玉県,蓮田市,"30,678","30,892","61,570","27,094","2,239",123,"2,362",353,24,"2,739","2,277",120,"2,397",674,59,"3,130",-391,-0.63 ,-321,-0.52 ,-70,-0.11 
112399,埼玉県,坂戸市,"50,627","50,399","101,026","46,325","4,119",926,"5,045",558,38,"5,641","4,375",231,"4,606",974,261,"5,841",-200,-0.20 ,-416,-0.41 ,216,0.21 
112402,埼玉県,幸手市,"25,618","25,268","50,886","22,786","1,495",123,"1,618",228,47,"1,893","1,684",49,"1,733",548,64,"2,345",-452,-0.88 ,-320,-0.62 ,-132,-0.26 
112411,埼玉県,鶴ヶ島市,"34,719","35,216","69,935","31,421","3,257",253,"3,510",458,14,"3,982","3,296",152,"3,448",647,96,"4,191",-209,-0.30 ,-189,-0.27 ,-20,-0.03 
112429,埼玉県,日高市,"27,730","27,966","55,696","24,177","1,691",192,"1,883",249,25,"2,157","1,691",183,"1,874",609,44,"2,527",-370,-0.66 ,-360,-0.64 ,-10,-0.02 
112437,埼玉県,吉川市,"36,605","36,445","73,050","30,535","2,964",209,"3,173",588,46,"3,807","2,770",180,"2,950",595,103,"3,648",159,0.22 ,-7,-0.01 ,166,0.23 
112453,埼玉県,ふじみ野市,"56,826","57,480","114,306","52,363","5,376",453,"5,829",725,59,"6,613","5,156",215,"5,371","1,067",161,"6,599",14,0.01 ,-342,-0.30 ,356,0.31 
112461,埼玉県,白岡市,"26,061","26,343","52,404","21,637","2,022",129,"2,151",380,37,"2,568","1,987",124,"2,111",511,39,"2,661",-93,-0.18 ,-131,-0.25 ,38,0.07 
113000,埼玉県,北足立郡,"22,654","22,176","44,830","18,596","1,719",84,"1,803",287,27,"2,117","1,620",62,"1,682",348,46,"2,076",41,0.09 ,-61,-0.14 ,102,0.23 
113018,埼玉県,北足立郡伊奈町,"22,654","22,176","44,830","18,596","1,719",84,"1,803",287,27,"2,117","1,620",62,"1,682",348,46,"2,076",41,0.09 ,-61,-0.14 ,102,0.23 
113204,埼玉県,入間郡,"41,632","41,677","83,309","37,503","2,936","1,031","3,967",355,58,"4,380","3,775",176,"3,951",882,58,"4,891",-511,-0.61 ,-527,-0.63 ,16,0.02 
113247,埼玉県,入間郡三芳町,"19,118","19,073","38,191","16,539","1,453",98,"1,551",198,28,"1,777","1,397",99,"1,496",374,40,"1,910",-133,-0.35 ,-176,-0.46 ,43,0.11 
113263,埼玉県,入間郡毛呂山町,"16,740","16,811","33,551","15,847","1,180",89,"1,269",119,21,"1,409","1,254",65,"1,319",383,8,"1,710",-301,-0.89 ,-264,-0.78 ,-37,-0.11 
113271,埼玉県,入間郡越生町,"5,774","5,793","11,567","5,117",303,844,"1,147",38,9,"1,194","1,124",12,"1,136",125,10,"1,271",-77,-0.66 ,-87,-0.75 ,10,0.09 
113409,埼玉県,比企郡,"65,630","64,780","130,410","55,581","4,116",353,"4,469",566,47,"5,082","4,152",303,"4,455","1,671",186,"6,312","-1,230",-0.93 ,"-1,105",-0.84 ,-125,-0.09 
113417,埼玉県,比企郡滑川町,"9,914","9,380","19,294","7,839","1,007",79,"1,086",172,8,"1,266",756,51,807,149,54,"1,010",256,1.34 ,23,0.12 ,233,1.22 
113425,埼玉県,比企郡嵐山町,"8,958","8,932","17,890","8,089",729,68,797,73,8,878,619,58,677,256,51,984,-106,-0.59 ,-183,-1.02 ,77,0.43 
113433,埼玉県,比企郡小川町,"14,758","14,870","29,628","13,038",701,56,757,96,9,862,866,41,907,411,21,"1,339",-477,-1.58 ,-315,-1.05 ,-162,-0.54 
113468,埼玉県,比企郡川島町,"10,170","9,782","19,952","8,068",550,41,591,90,9,690,684,62,746,253,33,"1,032",-342,-1.69 ,-163,-0.80 ,-179,-0.88 
113476,埼玉県,比企郡吉見町,"9,512","9,408","18,920","7,768",510,31,541,57,7,605,555,35,590,248,15,853,-248,-1.29 ,-191,-1.00 ,-57,-0.30 
113484,埼玉県,比企郡鳩山町,"6,696","6,961","13,657","6,038",354,41,395,42,1,438,379,24,403,192,8,603,-165,-1.19 ,-150,-1.09 ,-15,-0.11 
113492,埼玉県,比企郡ときがわ町,"5,622","5,447","11,069","4,741",265,37,302,36,5,343,293,32,325,162,4,491,-148,-1.32 ,-126,-1.12 ,-22,-0.20 
113603,埼玉県,秩父郡,"19,361","19,744","39,105","16,051",888,244,"1,132",138,9,"1,279","1,243",62,"1,305",629,7,"1,941",-662,-1.66 ,-491,-1.23 ,-171,-0.43 
113611,埼玉県,秩父郡横瀬町,"4,068","4,126","8,194","3,335",253,15,268,49,1,318,288,18,306,138,2,446,-128,-1.54 ,-89,-1.07 ,-39,-0.47 
113620,埼玉県,秩父郡皆野町,"4,786","4,891","9,677","4,011",239,27,266,36,4,306,260,19,279,142,0,421,-115,-1.17 ,-106,-1.08 ,-9,-0.09 
113638,埼玉県,秩父郡長瀞町,"3,421","3,601","7,022","2,932",162,186,348,14,0,362,348,16,364,119,0,483,-121,-1.69 ,-105,-1.47 ,-16,-0.22 
113654,埼玉県,秩父郡小鹿野町,"5,688","5,771","11,459","4,688",178,14,192,33,4,229,264,7,271,181,5,457,-228,-1.95 ,-148,-1.27 ,-80,-0.68 
113697,埼玉県,秩父郡東秩父村,"1,398","1,355","2,753","1,085",56,2,58,6,0,64,83,2,85,49,0,134,-70,-2.48 ,-43,-1.52 ,-27,-0.96 
113808,埼玉県,児玉郡,"27,965","27,735","55,700","23,043","2,126",319,"2,445",289,18,"2,752","2,123",129,"2,252",783,74,"3,109",-357,-0.64 ,-494,-0.88 ,137,0.24 
113816,埼玉県,児玉郡美里町,"5,667","5,538","11,205","4,425",466,24,490,52,0,542,316,28,344,213,6,563,-21,-0.19 ,-161,-1.43 ,140,1.25 
113832,埼玉県,児玉郡神川町,"6,866","6,641","13,507","5,696",489,42,531,62,10,603,511,32,543,223,23,789,-186,-1.36 ,-161,-1.18 ,-25,-0.18 
113859,埼玉県,児玉郡上里町,"15,432","15,556","30,988","12,922","1,171",253,"1,424",175,8,"1,607","1,296",69,"1,365",347,45,"1,757",-150,-0.48 ,-172,-0.55 ,22,0.07 
114006,埼玉県,大里郡,"16,630","16,712","33,342","14,640","1,097",79,"1,176",160,36,"1,372","1,187",65,"1,252",443,46,"1,741",-369,-1.09 ,-283,-0.84 ,-86,-0.26 
114081,埼玉県,大里郡寄居町,"16,630","16,712","33,342","14,640","1,097",79,"1,176",160,36,"1,372","1,187",65,"1,252",443,46,"1,741",-369,-1.09 ,-283,-0.84 ,-86,-0.26 
114405,埼玉県,南埼玉郡,"17,069","16,932","34,001","15,066","1,360",73,"1,433",229,16,"1,678","1,326",48,"1,374",380,20,"1,774",-96,-0.28 ,-151,-0.44 ,55,0.16 
114421,埼玉県,南埼玉郡宮代町,"17,069","16,932","34,001","15,066","1,360",73,"1,433",229,16,"1,678","1,326",48,"1,374",380,20,"1,774",-96,-0.28 ,-151,-0.44 ,55,0.16 
114600,埼玉県,北葛飾郡,"37,167","36,775","73,942","31,211","2,131",128,"2,259",304,36,"2,599","2,410",92,"2,502",762,45,"3,309",-710,-0.95 ,-458,-0.61 ,-252,-0.34 
114642,埼玉県,北葛飾郡杉戸町,"22,419","22,358","44,777","19,175","1,328",73,"1,401",193,20,"1,614","1,401",59,"1,460",461,33,"1,954",-340,-0.75 ,-268,-0.59 ,-72,-0.16 
114651,埼玉県,北葛飾郡松伏町,"14,748","14,417","29,165","12,036",803,55,858,111,16,985,"1,009",33,"1,042",301,12,"1,355",-370,-1.25 ,-190,-0.64 ,-180,-0.61 
120006,千葉県,,"3,153,116","3,166,656","6,319,772","2,927,908","290,779","44,604","335,383","42,133","3,004","380,520","283,114","16,882","299,996","62,170","9,772","371,938","8,582",0.14 ,"-20,037",-0.32 ,"28,619",0.45 
121002,千葉県,千葉市,"484,557","487,959","972,516","462,768","51,899","5,639","57,538","6,419",299,"64,256","48,218","2,647","50,865","9,351","1,573","61,789","2,467",0.25 ,"-2,932",-0.30 ,"5,399",0.56 
121011,千葉県,千葉市中央区,"105,554","103,350","208,904","107,746","14,240","1,027","15,267","1,607",92,"16,966","12,802",550,"13,352","2,142",453,"15,947","1,019",0.49 ,-535,-0.26 ,"1,554",0.75 
121029,千葉県,千葉市花見川区,"88,111","88,862","176,973","84,839","9,560","1,456","11,016","1,106",57,"12,179","9,395",519,"9,914","1,729",286,"11,929",250,0.14 ,-623,-0.35 ,873,0.49 
121037,千葉県,千葉市稲毛区,"78,774","79,228","158,002","75,002","8,321",814,"9,135","1,018",29,"10,182","8,125",570,"8,695","1,501",264,"10,460",-278,-0.18 ,-483,-0.31 ,205,0.13 
121045,千葉県,千葉市若葉区,"75,514","74,105","149,619","72,688","7,162",742,"7,904",898,52,"8,854","6,704",220,"6,924","1,763",172,"8,859",-5,-0.00 ,-865,-0.58 ,860,0.57 
